com.samsung.shealth.stress.histogram,6188005,1
update_time,create_time,base_hr,decay_time,deviceuuid,pkg_name,histogram,datauuid
2021-09-22 07:50:54.465,2019-06-03 08:15:00.411,70590,1632293484,AumAWJiKT9,com.sec.android.app.shealth,c220fd0e-9369-7d52-7bfe-4893fc1bce91.histogram.json,c220fd0e-9369-7d52-7bfe-4893fc1bce91,
