com.samsung.shealth.activity_level,6188005,1
activity_level,start_time,update_time,create_time,time_offset,deviceuuid,pkg_name,datauuid
180004,2019-06-02 19:15:39.394,2019-06-02 19:15:39.394,2019-06-02 19:15:39.399,UTC+0300,dNgkxZR9yp,com.sec.android.app.shealth,7b47633d-0507-4cde-b247-af816e6c818d,
