com.samsung.shealth.activity.day_summary,6188005,2
step_count,active_time,target,others_time,update_time,create_time,goal,longest_active_time,score,distance,calorie,extra_data,deviceuuid,run_time,pkg_name,walk_time,longest_idle_time,datauuid,day_time
1888,1251794,,0,2020-12-22 19:23:52.261,2020-12-21 23:00:15.614,60,60000,33,1487.4966,66.80051,38d68976-1056-452a-b2c3-acb9dd6636f9.extra_data.json,dNgkxZR9yp,4316,com.sec.android.app.shealth,1247478,36000000,38d68976-1056-452a-b2c3-acb9dd6636f9,1608595200000,
7715,4646602,,0,2020-12-15 18:22:09.020,2020-11-17 23:00:00.862,60,2688540,126,5317.971,303.77707,da5e4d8b-0e5c-4941-b74a-2b434bf76f21.extra_data.json,dNgkxZR9yp,54000,com.sec.android.app.shealth,4592602,25020000,da5e4d8b-0e5c-4941-b74a-2b434bf76f21,1605657600000,
5498,3454755,,0,2021-03-20 14:17:48.124,2021-03-01 07:43:59.071,60,845420,93,4037.6953,195.61798,f957e27a-01e3-4a42-92d1-ce9dc1bf69d6.extra_data.json,dNgkxZR9yp,45603,com.sec.android.app.shealth,3409152,24960000,f957e27a-01e3-4a42-92d1-ce9dc1bf69d6,1614556800000,
2003,1270434,,0,2021-02-24 16:15:20.238,2021-01-29 10:26:15.729,60,60000,33,1620.3739,82.456505,186d064e-9193-4ee9-ac73-e99ef474d80d.extra_data.json,dNgkxZR9yp,90040,com.sec.android.app.shealth,1180394,25140000,186d064e-9193-4ee9-ac73-e99ef474d80d,1611878400000,
8160,4973709,,0,2021-01-19 08:36:15.256,2020-12-22 23:00:00.821,60,780720,136,6379.407,287.6956,ee80aa64-9f25-456a-a08d-571704e51483.extra_data.json,dNgkxZR9yp,19248,com.sec.android.app.shealth,4954461,27660000,ee80aa64-9f25-456a-a08d-571704e51483,1608681600000,
3776,2364457,,0,2021-02-26 18:56:03.655,2021-01-29 23:00:01.146,60,240000,65,3134.6123,165.7722,0c89b1cc-9920-4604-aee3-ff8d78e75356.extra_data.json,dNgkxZR9yp,202800,com.sec.android.app.shealth,2161657,28920000,0c89b1cc-9920-4604-aee3-ff8d78e75356,1611964800000,
11106,6922587,,3949120,2021-03-20 14:17:46.970,2021-03-01 07:45:39.757,60,1033120,190,3631.8623,807.96436,b6ab5174-b6a5-4e23-b676-b0aeb54c93a4.extra_data.json,dNgkxZR9yp,54200,com.sec.android.app.shealth,2919267,13440000,b6ab5174-b6a5-4e23-b676-b0aeb54c93a4,1614470400000,
7715,4646602,,0,2020-12-15 18:22:09.020,2020-11-18 13:14:42.523,60,2688540,126,5317.971,303.77707,2b3a1672-6d8a-4afe-bed5-6e5885eaa1e3.extra_data.json,dNgkxZR9yp,54000,com.sec.android.app.shealth,4592602,25020000,2b3a1672-6d8a-4afe-bed5-6e5885eaa1e3,1605657600000,
6733,4343663,,0,2021-01-20 21:42:59.758,2020-12-23 23:26:58.213,60,789090,118,5075.4487,244.91423,bfe91a74-35b2-4fd8-aecd-2708eb7ba349.extra_data.json,dNgkxZR9yp,36800,com.sec.android.app.shealth,4306863,20400000,bfe91a74-35b2-4fd8-aecd-2708eb7ba349,1608768000000,
11106,6922587,,3949120,2021-03-20 14:17:46.970,2021-03-01 10:37:16.891,60,1033120,190,3631.8623,807.96436,70fab85f-40b0-4e35-9a71-ee61e8b38b19.extra_data.json,dNgkxZR9yp,54200,com.sec.android.app.shealth,2919267,13440000,70fab85f-40b0-4e35-9a71-ee61e8b38b19,1614470400000,
3776,2364457,,0,2021-02-26 18:56:03.655,2021-01-30 08:06:07.348,60,240000,65,3134.6123,165.7722,22765917-d334-4054-b54d-aad9929bc6da.extra_data.json,dNgkxZR9yp,202800,com.sec.android.app.shealth,2161657,28920000,22765917-d334-4054-b54d-aad9929bc6da,1611964800000,
11523,6611608,,0,2020-12-14 16:56:47.276,2020-11-18 18:37:03.623,60,3091530,181,8781.309,416.08762,3668e6a8-56c5-4dbc-bcad-d8492eb2db5e.extra_data.json,dNgkxZR9yp,75302,com.sec.android.app.shealth,6536306,27660000,3668e6a8-56c5-4dbc-bcad-d8492eb2db5e,1605571200000,
6733,4343663,,0,2021-01-20 21:42:59.758,2020-12-24 16:53:48.223,60,789090,118,5075.4487,244.91423,5714c4d8-9978-4485-a999-527aafb5ba57.extra_data.json,dNgkxZR9yp,36800,com.sec.android.app.shealth,4306863,20400000,5714c4d8-9978-4485-a999-527aafb5ba57,1608768000000,
5498,3454755,,0,2021-03-20 14:17:48.124,2021-03-01 12:42:52.013,60,845420,93,4037.6953,195.61798,1d443429-8d53-4864-8116-ad96b1cce086.extra_data.json,dNgkxZR9yp,45603,com.sec.android.app.shealth,3409152,24960000,1d443429-8d53-4864-8116-ad96b1cce086,1614556800000,
2526,3779575,,2149279,2020-12-16 20:12:51.344,2020-11-18 23:00:00.467,60,2149279,103,2030.4065,273.02863,0096d3a4-3d9d-4c45-b8c6-d44f8682861e.extra_data.json,dNgkxZR9yp,59175,com.sec.android.app.shealth,1571121,17340000,0096d3a4-3d9d-4c45-b8c6-d44f8682861e,1605744000000,
3776,2364457,,0,2021-02-26 18:56:03.655,2021-01-30 09:13:56.347,60,240000,65,3134.6123,165.7722,9274e513-dc2e-4d03-afac-7ac6b03d982d.extra_data.json,dNgkxZR9yp,202800,com.sec.android.app.shealth,2161657,28920000,9274e513-dc2e-4d03-afac-7ac6b03d982d,1611964800000,
5498,3454755,,0,2021-03-20 14:17:48.124,2021-03-01 12:59:26.371,60,845420,93,4037.6953,195.61798,5736dc1a-cf80-4500-8212-02688ee76d1c.extra_data.json,dNgkxZR9yp,45603,com.sec.android.app.shealth,3409152,24960000,5736dc1a-cf80-4500-8212-02688ee76d1c,1614556800000,
4181,2732496,,0,2021-01-20 20:35:14.981,2020-12-24 23:00:01.514,60,60000,75,3162.3167,168.74065,0aafb1a9-dcec-40b6-be81-71074324f17d.extra_data.json,dNgkxZR9yp,79200,com.sec.android.app.shealth,2653296,18840000,0aafb1a9-dcec-40b6-be81-71074324f17d,1608854400000,
1664,1085057,,0,2021-02-27 16:17:15.627,2021-01-30 23:00:02.529,60,44422,28,1291.3217,64.19748,1750af09-0e4c-4006-8fda-f7bccfce37f7.extra_data.json,dNgkxZR9yp,37200,com.sec.android.app.shealth,1047857,18120000,1750af09-0e4c-4006-8fda-f7bccfce37f7,1612051200000,
2526,3779575,,2149279,2020-12-16 20:12:51.344,2020-11-19 04:42:39.250,60,2149279,103,2030.4065,273.02863,5b57e999-5547-45b1-83d2-9456606d36d6.extra_data.json,dNgkxZR9yp,59175,com.sec.android.app.shealth,1571121,17340000,5b57e999-5547-45b1-83d2-9456606d36d6,1605744000000,
5498,3454755,,0,2021-03-20 14:17:48.124,2021-03-01 19:16:22.743,60,845420,93,4037.6953,195.61798,8c078621-41d5-4da2-b204-0404730fe360.extra_data.json,dNgkxZR9yp,45603,com.sec.android.app.shealth,3409152,24960000,8c078621-41d5-4da2-b204-0404730fe360,1614556800000,
4181,2732496,,0,2021-01-20 20:35:14.981,2020-12-25 11:11:00.591,60,60000,75,3162.3167,168.74065,e8cf0dd2-816a-4306-a348-b29bbd482145.extra_data.json,dNgkxZR9yp,79200,com.sec.android.app.shealth,2653296,18840000,e8cf0dd2-816a-4306-a348-b29bbd482145,1608854400000,
1400,915225,,0,2021-02-28 22:16:45.131,2021-02-01 06:01:45.847,60,60000,25,1090.8279,49.10446,87b02a66-1326-4fc6-87d6-5cecddd7351b.extra_data.json,dNgkxZR9yp,4800,com.sec.android.app.shealth,910425,25320000,87b02a66-1326-4fc6-87d6-5cecddd7351b,1612137600000,
2520,1551719,,0,2021-03-20 14:17:48.451,2021-03-01 23:00:01.096,60,120000,41,2129.64,117.40056,59e3393c-4636-451d-b0a2-ff6c32abd775.extra_data.json,dNgkxZR9yp,186400,com.sec.android.app.shealth,1365319,20940000,59e3393c-4636-451d-b0a2-ff6c32abd775,1614643200000,
7715,4646602,,0,2020-12-15 18:22:09.020,2020-11-19 04:43:35.040,60,2688540,126,5317.971,303.77707,2acff7b4-a633-455a-bc84-b2270d5a7ad4.extra_data.json,dNgkxZR9yp,54000,com.sec.android.app.shealth,4592602,25020000,2acff7b4-a633-455a-bc84-b2270d5a7ad4,1605657600000,
6733,4343663,,0,2021-01-20 21:42:59.758,2020-12-25 11:12:50.413,60,789090,118,5075.4487,244.91423,3a49bbbd-51ed-4d16-8ea5-c67bb6f2d3a7.extra_data.json,dNgkxZR9yp,36800,com.sec.android.app.shealth,4306863,20400000,3a49bbbd-51ed-4d16-8ea5-c67bb6f2d3a7,1608768000000,
1400,915225,,0,2021-02-28 22:16:45.131,2021-02-01 07:45:14.576,60,60000,25,1090.8279,49.10446,a832945b-e579-4d9b-8f0a-e7c47905a172.extra_data.json,dNgkxZR9yp,4800,com.sec.android.app.shealth,910425,25320000,a832945b-e579-4d9b-8f0a-e7c47905a172,1612137600000,
2526,3779575,,2149279,2020-12-16 20:12:51.344,2020-11-19 07:09:30.515,60,2149279,103,2030.4065,273.02863,776f9eb1-f0ff-4472-b005-05902df99b1f.extra_data.json,dNgkxZR9yp,59175,com.sec.android.app.shealth,1571121,17340000,776f9eb1-f0ff-4472-b005-05902df99b1f,1605744000000,
2520,1551719,,0,2021-03-20 14:17:48.451,2021-03-02 12:43:20.131,60,120000,41,2129.64,117.40056,631be52b-cfa9-4e5b-872c-281202d18ff6.extra_data.json,dNgkxZR9yp,186400,com.sec.android.app.shealth,1365319,20940000,631be52b-cfa9-4e5b-872c-281202d18ff6,1614643200000,
4181,2732496,,0,2021-01-20 20:35:14.981,2020-12-25 15:04:22.842,60,60000,75,3162.3167,168.74065,d60b7e22-5406-49c7-8a07-29b76ffab30f.extra_data.json,dNgkxZR9yp,79200,com.sec.android.app.shealth,2653296,18840000,d60b7e22-5406-49c7-8a07-29b76ffab30f,1608854400000,
2384,1482687,,0,2020-12-16 15:52:22.562,2020-11-19 23:00:02.454,60,240000,40,1836.3557,88.12983,9fb7bc8e-4391-4672-841c-4f59ddfbbf92.extra_data.json,dNgkxZR9yp,14800,com.sec.android.app.shealth,1467887,25920000,9fb7bc8e-4391-4672-841c-4f59ddfbbf92,1605830400000,
2520,1551719,,0,2021-03-20 14:17:48.451,2021-03-02 12:46:59.093,60,120000,41,2129.64,117.40056,207a70f9-cc0b-47d3-8f0f-808d73deb372.extra_data.json,dNgkxZR9yp,186400,com.sec.android.app.shealth,1365319,20940000,207a70f9-cc0b-47d3-8f0f-808d73deb372,1614643200000,
1400,915225,,0,2021-02-28 22:16:45.131,2021-02-01 07:48:09.894,60,60000,25,1090.8279,49.10446,7a391d2e-7853-4173-92dc-762644c3387a.extra_data.json,dNgkxZR9yp,4800,com.sec.android.app.shealth,910425,25320000,7a391d2e-7853-4173-92dc-762644c3387a,1612137600000,
2384,1482687,,0,2020-12-16 15:52:22.562,2020-11-20 19:35:52.418,60,240000,40,1836.3557,88.12983,fca3105b-a25e-408d-b6a3-501d104c31df.extra_data.json,dNgkxZR9yp,14800,com.sec.android.app.shealth,1467887,25920000,fca3105b-a25e-408d-b6a3-501d104c31df,1605830400000,
6733,4343663,,0,2021-01-20 21:42:59.758,2020-12-25 16:24:45.843,60,789090,118,5075.4487,244.91423,2398169e-a71c-4ebd-aed7-cdb4523c6f80.extra_data.json,dNgkxZR9yp,36800,com.sec.android.app.shealth,4306863,20400000,2398169e-a71c-4ebd-aed7-cdb4523c6f80,1608768000000,
2520,1551719,,0,2021-03-20 14:17:48.451,2021-03-02 12:57:10.185,60,120000,41,2129.64,117.40056,5ea86ef1-7e49-463c-a7a6-16764602e0da.extra_data.json,dNgkxZR9yp,186400,com.sec.android.app.shealth,1365319,20940000,5ea86ef1-7e49-463c-a7a6-16764602e0da,1614643200000,
1400,915225,,0,2021-02-28 22:16:45.131,2021-02-01 21:25:12.626,60,60000,25,1090.8279,49.10446,10e0fda8-6035-4f9d-bc21-4fb70be8cbed.extra_data.json,dNgkxZR9yp,4800,com.sec.android.app.shealth,910425,25320000,10e0fda8-6035-4f9d-bc21-4fb70be8cbed,1612137600000,
2384,1482687,,0,2020-12-16 15:52:22.562,2020-11-20 19:40:17.247,60,240000,40,1836.3557,88.12983,6cd69037-573f-4f0b-b80c-4b0d7b95d1a6.extra_data.json,dNgkxZR9yp,14800,com.sec.android.app.shealth,1467887,25920000,6cd69037-573f-4f0b-b80c-4b0d7b95d1a6,1605830400000,
2520,1551719,,0,2021-03-20 14:17:48.451,2021-03-02 13:08:28.184,60,120000,41,2129.64,117.40056,bc23a8d3-a494-4d38-864f-b281d8dab09e.extra_data.json,dNgkxZR9yp,186400,com.sec.android.app.shealth,1365319,20940000,bc23a8d3-a494-4d38-864f-b281d8dab09e,1614643200000,
9217,5917285,,0,2021-01-22 13:42:12.567,2020-12-25 23:00:02.863,60,2773960,161,6353.534,353.1426,c958d235-6c2d-43ce-b1ad-6fa3481bf9fc.extra_data.json,dNgkxZR9yp,52800,com.sec.android.app.shealth,5864485,13680000,c958d235-6c2d-43ce-b1ad-6fa3481bf9fc,1608940800000,
1474,973012,,0,2021-03-01 10:41:22.915,2021-02-01 23:50:38.907,60,50692,25,1126.46,58.45424,2dda3b44-733c-4b5c-9609-90b33549c0d5.extra_data.json,dNgkxZR9yp,15200,com.sec.android.app.shealth,957812,25500000,2dda3b44-733c-4b5c-9609-90b33549c0d5,1612224000000,
5498,3454755,,0,2021-03-20 14:17:48.124,2021-03-02 13:21:35.634,60,845420,93,4037.6953,195.61798,bcf13bad-cde9-43a4-b89f-714d8edb4888.extra_data.json,dNgkxZR9yp,45603,com.sec.android.app.shealth,3409152,24960000,bcf13bad-cde9-43a4-b89f-714d8edb4888,1614556800000,
8537,5119300,,0,2020-12-18 14:32:19.660,2020-11-20 23:24:34.069,60,4115917,140,5880.8047,309.3438,c8d4a250-5a2b-4428-a142-0d5dad4f04f3.extra_data.json,dNgkxZR9yp,35923,com.sec.android.app.shealth,5083377,22620000,c8d4a250-5a2b-4428-a142-0d5dad4f04f3,1605916800000,
1400,915225,,0,2021-02-28 22:16:45.131,2021-02-02 06:12:25.741,60,60000,25,1090.8279,49.10446,2ab0ad23-97ea-4e53-8e2c-2325fd7ff952.extra_data.json,dNgkxZR9yp,4800,com.sec.android.app.shealth,910425,25320000,2ab0ad23-97ea-4e53-8e2c-2325fd7ff952,1612137600000,
2520,1551719,,0,2021-03-20 14:17:48.451,2021-03-02 13:27:06.096,60,120000,41,2129.64,117.40056,9038bfb5-2b17-441f-9461-6605339dceb4.extra_data.json,dNgkxZR9yp,186400,com.sec.android.app.shealth,1365319,20940000,9038bfb5-2b17-441f-9461-6605339dceb4,1614643200000,
9217,5917285,,0,2021-01-22 13:42:12.567,2020-12-25 23:07:15.504,60,2773960,161,6353.534,353.1426,cd76655a-25ed-4242-ae08-eb2badb893f7.extra_data.json,dNgkxZR9yp,52800,com.sec.android.app.shealth,5864485,13680000,cd76655a-25ed-4242-ae08-eb2badb893f7,1608940800000,
1474,973012,,0,2021-03-01 10:41:22.915,2021-02-02 19:16:23.324,60,50692,25,1126.46,58.45424,eb32372e-1f38-4faa-9b2e-a6774fb05654.extra_data.json,dNgkxZR9yp,15200,com.sec.android.app.shealth,957812,25500000,eb32372e-1f38-4faa-9b2e-a6774fb05654,1612224000000,
8537,5119300,,0,2020-12-18 14:32:19.660,2020-11-21 10:54:55.053,60,4115917,140,5880.8047,309.3438,635f5529-34ed-433c-ac3d-3e08836ca73f.extra_data.json,dNgkxZR9yp,35923,com.sec.android.app.shealth,5083377,22620000,635f5529-34ed-433c-ac3d-3e08836ca73f,1605916800000,
9217,5917285,,0,2021-01-22 13:42:12.567,2020-12-26 20:06:01.027,60,2773960,161,6353.534,353.1426,58909a1c-c0a9-4cdc-b58b-23f69f6d67b8.extra_data.json,dNgkxZR9yp,52800,com.sec.android.app.shealth,5864485,13680000,58909a1c-c0a9-4cdc-b58b-23f69f6d67b8,1608940800000,
1168,767308,,0,2021-03-02 21:35:49.897,2021-02-02 23:00:01.035,60,44152,20,925.5588,42.370453,884ec6ef-e6e8-4a5d-866f-4673694cf1ba.extra_data.json,dNgkxZR9yp,17600,com.sec.android.app.shealth,749708,22200000,884ec6ef-e6e8-4a5d-866f-4673694cf1ba,1612310400000,
2520,1551719,,0,2021-03-20 14:17:48.451,2021-03-02 17:25:14.847,60,120000,41,2129.64,117.40056,f74dbdc8-7de7-4474-acc8-28687c896dc8.extra_data.json,dNgkxZR9yp,186400,com.sec.android.app.shealth,1365319,20940000,f74dbdc8-7de7-4474-acc8-28687c896dc8,1614643200000,
8537,5119300,,0,2020-12-18 14:32:19.660,2020-11-21 12:21:02.103,60,4115917,140,5880.8047,309.3438,4eda0163-cc3b-48da-bfb6-1b48f0ce4c4f.extra_data.json,dNgkxZR9yp,35923,com.sec.android.app.shealth,5083377,22620000,4eda0163-cc3b-48da-bfb6-1b48f0ce4c4f,1605916800000,
2818,1831279,,0,2021-01-23 07:59:57.638,2020-12-26 23:39:56.210,60,60000,50,2222.606,109.259995,a1442e61-974f-4c7c-8d83-1694a60f22d8.extra_data.json,dNgkxZR9yp,72400,com.sec.android.app.shealth,1758879,26160000,a1442e61-974f-4c7c-8d83-1694a60f22d8,1609027200000,
1168,767308,,0,2021-03-02 21:35:49.897,2021-02-03 05:36:36.031,60,44152,20,925.5588,42.370453,5d14a133-8da7-4fe3-a83f-f025587343ca.extra_data.json,dNgkxZR9yp,17600,com.sec.android.app.shealth,749708,22200000,5d14a133-8da7-4fe3-a83f-f025587343ca,1612310400000,
2827,1846360,,0,2021-03-20 14:17:48.806,2021-03-02 23:00:19.059,60,46822,48,2232.7676,112.16675,862361cb-7e18-4f34-850c-8a0c2d61cc8f.extra_data.json,dNgkxZR9yp,58800,com.sec.android.app.shealth,1787560,13500000,862361cb-7e18-4f34-850c-8a0c2d61cc8f,1614729600000,
1225,802390,,0,2020-12-19 15:08:50.110,2020-11-21 23:40:37.344,60,48024,21,969.9649,48.72938,6b464ef2-988b-407d-be41-464c112c18f0.extra_data.json,dNgkxZR9yp,22000,com.sec.android.app.shealth,780390,29460000,6b464ef2-988b-407d-be41-464c112c18f0,1606003200000,
1168,767308,,0,2021-03-02 21:35:49.897,2021-02-03 17:54:06.420,60,44152,20,925.5588,42.370453,958cbbea-5b79-4716-af40-018c9665ba7d.extra_data.json,dNgkxZR9yp,17600,com.sec.android.app.shealth,749708,22200000,958cbbea-5b79-4716-af40-018c9665ba7d,1612310400000,
2818,1831279,,0,2021-01-23 07:59:57.638,2020-12-27 15:33:13.919,60,60000,50,2222.606,109.259995,c5746e96-3774-4c95-bcc5-2bd53e7a54cf.extra_data.json,dNgkxZR9yp,72400,com.sec.android.app.shealth,1758879,26160000,c5746e96-3774-4c95-bcc5-2bd53e7a54cf,1609027200000,
2710,1675502,,0,2021-03-20 14:17:49.164,2021-03-03 23:50:56.159,60,60000,45,2207.5408,121.05099,608e20d4-c517-4b28-a00b-822dd7265446.extra_data.json,dNgkxZR9yp,159746,com.sec.android.app.shealth,1515756,19020000,608e20d4-c517-4b28-a00b-822dd7265446,1614816000000,
3197,3141075,,1255700,2020-12-19 15:34:19.332,2020-11-22 23:00:10.952,60,1255700,85,2326.834,211.80844,bbbb532b-c9a5-4c27-9fba-80a8c3e6d1eb.extra_data.json,dNgkxZR9yp,97573,com.sec.android.app.shealth,1787802,22200000,bbbb532b-c9a5-4c27-9fba-80a8c3e6d1eb,1606089600000,
2771,1791318,,0,2021-03-25 10:03:08.798,2021-03-04 23:37:09.843,60,120000,48,2171.304,109.37177,6325cd61-a191-40bf-8a79-c8c5afba8ba9.extra_data.json,dNgkxZR9yp,65533,com.sec.android.app.shealth,1725785,18540000,6325cd61-a191-40bf-8a79-c8c5afba8ba9,1614902400000,
2691,1751643,,0,2021-01-24 09:40:18.157,2020-12-27 23:00:12.026,60,60000,48,2151.149,105.847534,1c650051-2262-4eb5-a729-680ddbb81caf.extra_data.json,dNgkxZR9yp,64800,com.sec.android.app.shealth,1686843,18660000,1c650051-2262-4eb5-a729-680ddbb81caf,1609113600000,
1168,767308,,0,2021-03-02 21:35:49.897,2021-02-03 21:16:45.301,60,44152,20,925.5588,42.370453,b65f7673-7573-4289-bf72-67bc1f762a72.extra_data.json,dNgkxZR9yp,17600,com.sec.android.app.shealth,749708,22200000,b65f7673-7573-4289-bf72-67bc1f762a72,1612310400000,
3197,3141075,,1255700,2020-12-19 15:34:19.332,2020-11-23 09:32:59.287,60,1255700,85,2326.834,211.80844,7e56b284-6263-4a7b-976b-1245feb61932.extra_data.json,dNgkxZR9yp,97573,com.sec.android.app.shealth,1787802,22200000,7e56b284-6263-4a7b-976b-1245feb61932,1606089600000,
2771,1791318,,0,2021-03-25 10:03:08.798,2021-03-05 11:37:26.967,60,120000,48,2171.304,109.37177,6d07df02-88cf-46a1-9ae8-b4ec76e698e2.extra_data.json,dNgkxZR9yp,65533,com.sec.android.app.shealth,1725785,18540000,6d07df02-88cf-46a1-9ae8-b4ec76e698e2,1614902400000,
1813,1178566,,0,2021-03-03 20:14:56.364,2021-02-04 06:45:53.563,60,48024,30,1390.8839,71.12891,98f349da-7879-4362-a7db-d60b66b6e35a.extra_data.json,dNgkxZR9yp,46000,com.sec.android.app.shealth,1132566,23580000,98f349da-7879-4362-a7db-d60b66b6e35a,1612396800000,
2165,1407184,,0,2021-01-23 06:41:09.210,2020-12-28 23:00:02.339,60,60000,36,1655.649,91.39075,f7cc932a-e36c-41f7-9409-205f9d9d21d7.extra_data.json,dNgkxZR9yp,54316,com.sec.android.app.shealth,1352868,24360000,f7cc932a-e36c-41f7-9409-205f9d9d21d7,1609200000000,
3197,3141075,,1255700,2020-12-19 15:34:19.332,2020-11-23 09:36:20.346,60,1255700,85,2326.834,211.80844,8ee3810a-e958-402c-82a6-8d1334de8693.extra_data.json,dNgkxZR9yp,97573,com.sec.android.app.shealth,1787802,22200000,8ee3810a-e958-402c-82a6-8d1334de8693,1606089600000,
2771,1791318,,0,2021-03-25 10:03:08.798,2021-03-05 12:36:09.840,60,120000,48,2171.304,109.37177,c391bd28-397a-4155-a1fc-ebb1997402ce.extra_data.json,dNgkxZR9yp,65533,com.sec.android.app.shealth,1725785,18540000,c391bd28-397a-4155-a1fc-ebb1997402ce,1614902400000,
1813,1178566,,0,2021-03-03 20:14:56.364,2021-02-04 10:13:26.905,60,48024,30,1390.8839,71.12891,5b8e3275-befe-4933-b0b1-d5a247585e64.extra_data.json,dNgkxZR9yp,46000,com.sec.android.app.shealth,1132566,23580000,5b8e3275-befe-4933-b0b1-d5a247585e64,1612396800000,
3405,2190229,,0,2021-01-26 16:36:11.515,2020-12-29 23:12:26.318,60,60000,58,2630.7114,138.24397,fabd684a-56db-4b5f-96fa-9ee0f0d0bf70.extra_data.json,dNgkxZR9yp,103761,com.sec.android.app.shealth,2086468,19680000,fabd684a-56db-4b5f-96fa-9ee0f0d0bf70,1609286400000,
1225,802390,,0,2020-12-19 15:08:50.110,2020-11-23 22:28:19.113,60,48024,21,969.9649,48.72938,230a774d-0700-402e-b299-9251ec98622a.extra_data.json,dNgkxZR9yp,22000,com.sec.android.app.shealth,780390,29460000,230a774d-0700-402e-b299-9251ec98622a,1606003200000,
7970,4632694,,0,2021-03-20 14:17:49.939,2021-03-05 23:00:00.970,60,701220,126,6250.0146,289.1187,5b353ebf-6f54-48e2-8849-c6ff0c109dca.extra_data.json,dNgkxZR9yp,48497,com.sec.android.app.shealth,4584197,30840000,5b353ebf-6f54-48e2-8849-c6ff0c109dca,1614988800000,
12866,7513312,,0,2020-12-19 15:32:46.505,2020-11-23 23:00:02.408,60,3006990,206,8958.482,791.6283,0bb2c4cc-eddf-4483-8629-40c8b408daa6.extra_data.json,dNgkxZR9yp,87886,com.sec.android.app.shealth,7425426,27000000,0bb2c4cc-eddf-4483-8629-40c8b408daa6,1606176000000,
2165,1407184,,0,2021-01-23 06:41:09.210,2020-12-30 08:12:54.631,60,60000,36,1655.649,91.39075,dd5675fc-af07-4562-a522-63eed5460c39.extra_data.json,dNgkxZR9yp,54316,com.sec.android.app.shealth,1352868,24360000,dd5675fc-af07-4562-a522-63eed5460c39,1609200000000,
7970,4632694,,0,2021-03-20 14:17:49.939,2021-03-06 08:08:40.936,60,701220,126,6250.0146,289.1187,e01c2f34-b8ec-4437-b456-e4547b5b0d5a.extra_data.json,dNgkxZR9yp,48497,com.sec.android.app.shealth,4584197,30840000,e01c2f34-b8ec-4437-b456-e4547b5b0d5a,1614988800000,
2248,1468978,,0,2020-12-19 15:34:20.912,2020-11-24 23:33:05.395,60,53093,38,1757.9882,91.785095,d07c87a7-085f-4df7-b7e6-dc5a6e150813.extra_data.json,dNgkxZR9yp,45600,com.sec.android.app.shealth,1423378,22620000,d07c87a7-085f-4df7-b7e6-dc5a6e150813,1606262400000,
1813,1178566,,0,2021-03-03 20:14:56.364,2021-02-04 13:46:28.586,60,48024,30,1390.8839,71.12891,53b3612d-f33d-4441-bd7e-39f3365a3afc.extra_data.json,dNgkxZR9yp,46000,com.sec.android.app.shealth,1132566,23580000,53b3612d-f33d-4441-bd7e-39f3365a3afc,1612396800000,
2771,1791318,,0,2021-03-25 10:03:08.798,2021-03-06 09:18:45.450,60,120000,48,2171.304,109.37177,0dc82f4f-98a8-45ce-a591-9aa84052f299.extra_data.json,dNgkxZR9yp,65533,com.sec.android.app.shealth,1725785,18540000,0dc82f4f-98a8-45ce-a591-9aa84052f299,1614902400000,
3405,2190229,,0,2021-01-26 16:36:11.515,2020-12-30 18:58:38.951,60,60000,58,2630.7114,138.24397,b3c76880-3d73-48d7-8250-82d6b787dc82.extra_data.json,dNgkxZR9yp,103761,com.sec.android.app.shealth,2086468,19680000,b3c76880-3d73-48d7-8250-82d6b787dc82,1609286400000,
12866,7513312,,0,2020-12-19 15:32:46.505,2020-11-25 07:43:31.854,60,3006990,206,8958.482,791.6283,1ec56f94-63ca-4bde-b72e-57c736d697ac.extra_data.json,dNgkxZR9yp,87886,com.sec.android.app.shealth,7425426,27000000,1ec56f94-63ca-4bde-b72e-57c736d697ac,1606176000000,
3405,2190229,,0,2021-01-26 16:36:11.515,2020-12-30 19:01:05.126,60,60000,58,2630.7114,138.24397,706f9534-fe18-473c-99f1-6bf1a122c6ef.extra_data.json,dNgkxZR9yp,103761,com.sec.android.app.shealth,2086468,19680000,706f9534-fe18-473c-99f1-6bf1a122c6ef,1609286400000,
7970,4632694,,0,2021-03-20 14:17:49.939,2021-03-06 09:25:24.083,60,701220,126,6250.0146,289.1187,b3ad0cd0-3365-4886-b56d-b7bd2c6a9cec.extra_data.json,dNgkxZR9yp,48497,com.sec.android.app.shealth,4584197,30840000,b3ad0cd0-3365-4886-b56d-b7bd2c6a9cec,1614988800000,
1919,4456680,,3334869,2020-12-19 15:11:30.189,2020-11-25 23:00:01.725,60,1792119,121,1302.8584,299.6198,44523371-ad9a-4c9c-8d4f-f64c6e9469d7.extra_data.json,dNgkxZR9yp,12000,com.sec.android.app.shealth,1109811,18420000,44523371-ad9a-4c9c-8d4f-f64c6e9469d7,1606348800000,
1813,1178566,,0,2021-03-03 20:14:56.364,2021-02-04 20:32:23.524,60,48024,30,1390.8839,71.12891,15c8aaf3-9e3c-403c-b495-0fb34c1f687f.extra_data.json,dNgkxZR9yp,46000,com.sec.android.app.shealth,1132566,23580000,15c8aaf3-9e3c-403c-b495-0fb34c1f687f,1612396800000,
7970,4632694,,0,2021-03-20 14:17:49.939,2021-03-06 10:36:03.786,60,701220,126,6250.0146,289.1187,c3157452-bf89-410d-bd01-ad8be8ba576a.extra_data.json,dNgkxZR9yp,48497,com.sec.android.app.shealth,4584197,30840000,c3157452-bf89-410d-bd01-ad8be8ba576a,1614988800000,
