com.samsung.health.height,6188005,4
start_time,custom,height,update_time,create_time,time_offset,deviceuuid,pkg_name,datauuid
2019-06-02 19:15:32.111,,170.0,2019-06-02 19:15:32.111,2019-06-02 19:15:32.115,UTC+0300,dNgkxZR9yp,com.sec.android.app.shealth,979d0fdc-c63e-4aa3-9d1a-4b161f21ff91,
