com.samsung.shealth.exercise.weather,6188005,3
uv_index,sunset_time,start_time,latitude,custom,wind_direction,phrase,sundown_time,temperature_scale,content_provider,update_time,create_time,type,longitude,temperature,humidity,time_offset,deviceuuid,exercise_id,pkg_name,wind_speed_unit,forecast_time,wind_speed,icon_info_id,datauuid
,0,2020-06-23 08:03:56.480,48.815125,,ENE. 60,Sunny,0,1,TWC,2020-06-23 08:03:56.481,2020-06-23 08:03:56.481,1,2.1916654,23.0,50,UTC+0300,dNgkxZR9yp,9456efb9-cd05-44fd-850e-9202460242c3,com.sec.android.app.shealth,km/h,0,10.0,1,66d45afc-e74a-47f5-be63-969c41a05b50,
,0,2020-02-21 14:55:45.282,48.892265,,WSW. 240,Mostly Cloudy,0,1,TWC,2020-02-21 14:55:45.284,2020-02-21 14:55:45.284,1,2.344449,11.0,54,UTC+0200,dNgkxZR9yp,a87599bc-d345-4660-b67e-472e5cfaf0a0,com.sec.android.app.shealth,km/h,0,19.0,3,459c5a8b-a3cf-4ec1-878f-c9ca35c6e016,
1.0,,2020-07-09 06:19:27.130,48.84181,,,Sunny,,1,TWC,2020-07-09 06:33:18.480,2020-07-09 06:33:18.480,0,2.3255143,19.0,77,UTC+0300,AumAWJiKT9,899cca48-3a2a-1fdd-0d72-b2fcbd6d0363,com.sec.android.app.shealth,,,,1,e237f34f-beb3-70e5-27a7-a0c0b93a5808,
1.0,,2020-02-28 13:03:29.280,48.898487,,,Cloudy,,1,TWC,2020-02-28 13:15:54.892,2020-02-28 13:15:54.892,0,2.3769,7.0,72,UTC+0200,AumAWJiKT9,aac83241-1b9c-53bf-2969-20caaa86ad3f,com.sec.android.app.shealth,,,,3,48b5374b-189b-b0c2-78f5-66650b524104,
1.0,,2020-07-20 17:18:30.020,48.890957,,,Sunny,,1,TWC,2020-07-20 17:30:18.205,2020-07-20 17:30:18.205,0,2.3495631,26.0,31,UTC+0300,AumAWJiKT9,a6273120-fa81-46dc-3a9c-ba5aa8ed71b3,com.sec.android.app.shealth,,,,1,287330fe-0472-7562-4687-a6e995cbe612,
0.0,,2020-03-10 17:39:23.440,48.810116,,,Cloudy,,1,TWC,2020-03-10 18:00:33.237,2020-03-10 18:00:33.237,0,2.1873205,14.0,84,UTC+0200,AumAWJiKT9,85a9e761-095d-a343-8e5f-f68a1681dc36,com.sec.android.app.shealth,,,,3,746592ce-c878-21b7-521f-8ddc01851cf3,
5.0,,2020-08-17 11:43:55.810,49.177734,,,Mostly Cloudy,,1,TWC,2020-08-17 12:03:54.186,2020-08-17 12:03:54.186,0,0.30719137,21.0,70,UTC+0300,AumAWJiKT9,8ca301c0-cb5f-997f-cc1a-ebe33ce252ef,com.sec.android.app.shealth,,,,3,66b8eb93-dff7-6204-b56c-d0371e29eb1a,
4.0,,2020-04-08 12:54:26.870,48.81493,,,Sunny,,1,TWC,2020-04-08 13:06:18.745,2020-04-08 13:06:18.745,0,2.1918557,24.0,30,UTC+0300,AumAWJiKT9,62e94740-686e-0e7f-05a7-450c1a5fb756,com.sec.android.app.shealth,,,,1,190676ee-62e6-ca48-0d13-5c5fd17fcbec,
1.0,,2020-05-18 16:49:43.800,48.816803,,,Sunny,,1,TWC,2020-05-18 17:26:08.017,2020-05-18 17:26:08.017,0,2.1999314,23.0,36,UTC+0300,AumAWJiKT9,b7db523d-575f-8349-0992-ccdae9723141,com.sec.android.app.shealth,,,,1,febcc4bd-0277-fff4-bdf1-35037475b7f5,
1.0,,2020-08-30 07:38:23.080,49.216557,,,Cloudy,,1,TWC,2020-08-30 12:13:19.198,2020-08-30 12:13:19.198,0,0.4768848,14.0,92,UTC+0300,AumAWJiKT9,f330640a-e9fc-d4da-da74-19ea2af55ccf,com.sec.android.app.shealth,,,,3,6510be26-2404-378d-7b08-ced3d455bf1e,
3.0,,2020-05-24 15:09:44.630,48.853283,,,Mostly Cloudy,,1,TWC,2020-05-24 16:31:13.873,2020-05-24 16:31:13.873,0,2.030094,19.0,55,UTC+0300,AumAWJiKT9,4e7e1858-222d-19d0-c394-21989161c120,com.sec.android.app.shealth,,,,3,cf12d90b-472a-0374-8c81-2d4cb1f9bce5,
0.0,,2020-09-05 17:16:20.700,48.814804,,,Sunny,,1,TWC,2020-09-05 17:28:14.246,2020-09-05 17:28:14.246,0,2.1913345,18.0,50,UTC+0300,AumAWJiKT9,53333a9b-4dac-556a-6bb2-808f5dc02b6e,com.sec.android.app.shealth,,,,1,e7dce6c6-3e8f-7e32-9ca4-eee943fde914,
,0,2020-09-09 14:45:16.166,48.814808,,NW. 320,Sunny,0,1,TWC,2020-09-09 14:45:16.167,2020-09-09 14:45:16.167,1,2.1916773,27.0,48,UTC+0300,dNgkxZR9yp,84b3b6ee-7b95-4f9c-9ae5-a4575d5b1526,com.sec.android.app.shealth,km/h,0,13.0,1,76babe55-3b6d-4f1e-b4b1-9255b30f6a2a,
,0,2020-06-07 16:02:32.407,48.81543,,WNW. 300,Partly Cloudy,0,1,TWC,2020-06-07 16:02:32.410,2020-06-07 16:02:32.410,1,2.1876647,18.0,48,UTC+0300,dNgkxZR9yp,02171ba6-1cad-4895-9c4d-5d728350556b,com.sec.android.app.shealth,km/h,0,10.0,2,18a9c6ef-d466-43a0-98bb-43fcb479dc68,
3.0,,2020-09-13 14:14:47.580,48.81558,,,Sunny,,1,TWC,2020-09-13 14:51:26.708,2020-09-13 14:51:26.708,0,2.186611,27.0,32,UTC+0300,AumAWJiKT9,615b770f-22d7-e58b-2b59-9f9d9eefc699,com.sec.android.app.shealth,,,,1,4875aa86-7505-48ea-7ed4-08b4d4dfdd88,
,0,2020-06-11 14:02:32.410,48.815655,,ESE. 110,Sunny,0,1,TWC,2020-06-11 14:02:44.538,2020-06-11 14:02:44.538,1,2.1920958,22.0,39,UTC+0300,dNgkxZR9yp,c52e7195-0090-4b1d-8bf7-9878fc16fdba,com.sec.android.app.shealth,km/h,0,18.0,1,0584e7ef-220b-4e0a-97a0-ba8411c24293,
0.0,,2020-09-19 17:03:31.620,48.770676,,,Rain,,1,TWC,2020-09-19 17:46:23.893,2020-09-19 17:46:23.893,0,2.130433,21.0,82,UTC+0300,AumAWJiKT9,896ac723-f1c8-1d47-9d6e-7efeead5f6e7,com.sec.android.app.shealth,,,,5,1dd91c17-5722-6d98-0df2-a888fff2abef,
0.0,,2020-06-12 09:45:04.730,48.82323,,,Rain Shower,,1,TWC,2020-06-12 09:58:35.048,2020-06-12 09:58:35.048,0,2.2057652,13.0,86,UTC+0300,AumAWJiKT9,467c34cf-d7ce-0eee-79fc-0477db581db5,com.sec.android.app.shealth,,,,5,798dadaa-9a65-8926-b991-ccb0b09e447b,
1.0,,2020-10-06 12:26:32.520,48.89246,,WSW,Cloudy,,1,Accuweather,2020-10-06 12:49:23.182,2020-10-06 12:49:23.182,0,2.3500621,15.8,69,UTC+0300,AumAWJiKT9,dc134c7d-636e-212e-5e48-67fbd57fd51e,com.sec.android.app.shealth,km/h,,7.0,3,793ce1b4-85d4-e54d-f1c3-3b69d4577356,
5.0,,2020-06-14 13:37:18.850,49.139782,,,Mostly Cloudy,,1,TWC,2020-06-14 13:49:57.095,2020-06-14 13:49:57.095,0,2.4691806,22.0,52,UTC+0300,AumAWJiKT9,7c710948-0c39-1695-743b-18e915cc348b,com.sec.android.app.shealth,,,,3,5b16d0f7-ce15-4ec8-0dd6-0b0b5ec286bc,
1.0,,2020-10-15 14:11:44.080,48.814392,,,Mostly Cloudy,,1,TWC,2020-10-15 14:24:38.940,2020-10-15 14:24:38.940,0,2.1910825,12.0,61,UTC+0300,AumAWJiKT9,be623bff-ccfc-5405-33e7-267eb2864abf,com.sec.android.app.shealth,,,,3,f8cf8bdd-0839-9837-4f2d-2bf95d8ad614,
2.0,,2020-06-21 14:25:12.190,49.213707,,,Cloudy,,1,TWC,2020-06-21 15:15:38.436,2020-06-21 15:15:38.436,0,0.4765237,19.0,77,UTC+0300,AumAWJiKT9,2e7ed8ca-44b4-0dfe-a8d8-00563d69c3c6,com.sec.android.app.shealth,,,,3,b4820a38-7a7c-5f92-313a-429a4da72954,
0.0,,2020-10-25 06:44:31.490,45.46916,,,Fair,,1,TWC,2020-10-25 08:02:56.211,2020-10-25 08:02:56.211,0,6.459739,4.0,84,UTC+0200,AumAWJiKT9,eaf8ff33-db84-1479-2d9f-f0ba01848be8,com.sec.android.app.shealth,,,,1,a33a0f6e-bcf8-0aba-c2f8-c4161ba1477d,
6.0,,2020-07-02 12:40:24.730,48.87621,,,Mostly Cloudy,,1,TWC,2020-07-02 13:05:10.371,2020-07-02 13:05:10.371,0,2.3311975,22.0,50,UTC+0300,AumAWJiKT9,94695ce8-af7d-bbcc-4842-0e307a04de3e,com.sec.android.app.shealth,,,,3,08b94848-746c-30a3-d8b2-d54eaa45b195,
3.0,,2020-07-09 08:23:44.430,48.842064,,,Sunny,,1,TWC,2020-07-09 08:43:24.970,2020-07-09 08:43:24.970,0,2.322334,23.0,64,UTC+0300,AumAWJiKT9,270e3a57-9b4b-e794-9fbd-f32f086018b2,com.sec.android.app.shealth,,,,1,4485b501-1eaa-c6e0-da6b-5b2b1f22cf2f,
1.0,,2020-10-29 08:41:25.590,45.472973,,,Cloudy,,1,TWC,2020-10-29 10:00:09.223,2020-10-29 10:00:09.223,0,6.4641895,8.0,85,UTC+0200,AumAWJiKT9,d4dfc798-90a5-d2bd-89c4-fb2c0e42b061,com.sec.android.app.shealth,,,,3,0fb928a2-f907-93a9-971c-99b9f97dbf4c,
7.0,,2020-07-26 12:43:17.080,48.813465,,,Sunny,,1,TWC,2020-07-26 13:07:57.494,2020-07-26 13:07:57.494,0,2.1035771,23.0,44,UTC+0300,AumAWJiKT9,84b6b4bd-c20d-d853-0eff-3238df273de7,com.sec.android.app.shealth,,,,1,0cd1084b-40e6-2834-4919-c6db874765f7,
0.0,,2020-11-09 14:49:41.630,48.815594,,,Peu nuageux,,1,TWC,2020-11-09 15:28:04.491,2020-11-09 15:28:04.491,0,2.18749,17.0,72,UTC+0200,AumAWJiKT9,89ff90c8-3352-c8cf-333e-988c0f37c841,com.sec.android.app.shealth,,,,2,ffdbb0f3-d20c-f77b-471a-cad1314c3cfa,
4.0,,2020-08-18 14:26:29.810,49.245975,,,Partly Cloudy,,1,TWC,2020-08-18 14:38:06.841,2020-08-18 14:38:06.841,0,0.4686144,24.0,53,UTC+0300,AumAWJiKT9,94d90c7e-5d97-906f-e581-14260c69c398,com.sec.android.app.shealth,,,,2,d84e061a-56c2-cbbd-08f9-19c1008131b2,
,0,2020-11-16 11:00:01.755,48.814472,,OSO. 240,Nuageux,0,1,TWC,2020-11-16 11:00:01.760,2020-11-16 11:00:01.760,1,2.1881585,11.0,83,UTC+0200,dNgkxZR9yp,60ac4a94-d87a-4635-a105-a0f2a203cb7d,com.sec.android.app.shealth,km/h,0,18.0,3,d1b09f66-5b0b-480c-91f6-aba8ac08ed41,
2.0,,2020-09-01 15:37:29.470,48.82161,,,Sunny,,1,TWC,2020-09-01 15:58:30.240,2020-09-01 15:58:30.240,0,2.203791,20.0,47,UTC+0300,AumAWJiKT9,fc834b6e-da2b-ba98-16e6-6007dd90fbd0,com.sec.android.app.shealth,,,,1,9fe562a4-754e-aab6-51f3-32a40ca814ac,
1.0,,2020-09-08 09:24:57.500,48.821396,,,Cloudy,,1,TWC,2020-09-08 10:06:37.848,2020-09-08 10:06:37.848,0,2.2029803,19.0,68,UTC+0300,AumAWJiKT9,4fe69a80-c14e-d5e0-1ade-6ca067f28993,com.sec.android.app.shealth,,,,3,dc076321-fa7c-2e71-e963-6eb501dbf597,
1.0,,2020-09-10 08:16:14.390,48.804977,,,Cloudy,,1,TWC,2020-09-10 08:42:09.198,2020-09-10 08:42:09.198,0,2.1718965,19.0,84,UTC+0300,AumAWJiKT9,b75b7cfc-d7c2-e949-af37-e7c02009d24e,com.sec.android.app.shealth,,,,3,fc918c1a-9a83-df12-f7ee-2c8081a12b2f,
1.0,,2020-11-28 11:55:19.330,48.86195,,,Ensoleillé,,1,TWC,2020-11-28 12:07:31.865,2020-11-28 12:07:31.865,0,2.3566294,10.0,70,UTC+0200,AumAWJiKT9,3e5109ad-7462-7aac-1c8d-7b4088f73fc6,com.sec.android.app.shealth,,,,1,4f645e2c-bee8-8085-c0c3-fbc3ca28b7ae,
0.0,,2020-09-13 17:25:29.240,48.815037,,,Sunny,,1,TWC,2020-09-13 17:37:32.956,2020-09-13 17:37:32.956,0,2.1915774,26.0,32,UTC+0300,AumAWJiKT9,7636b0d2-67f1-b981-18da-325fa25a3342,com.sec.android.app.shealth,,,,1,283238fe-653f-823b-421f-4adaeb7629a7,
0.0,,2020-12-03 07:46:04.520,48.89433,,,Nuageux,,1,TWC,2020-12-03 07:57:41.631,2020-12-03 07:57:41.631,0,2.3524058,7.0,92,UTC+0200,AumAWJiKT9,fb246d63-a522-9578-4ab2-51cce32a1a64,com.sec.android.app.shealth,,,,3,13774d65-f63b-474f-af4b-c6b6ec0e0fe6,
1.0,,2020-09-21 08:22:20.740,48.8361,,,Sunny,,1,TWC,2020-09-21 08:36:11.499,2020-09-21 08:36:11.499,0,2.2516196,18.0,60,UTC+0300,AumAWJiKT9,bf3dfcc4-1d63-5821-fe2c-2fc35abccbe1,com.sec.android.app.shealth,,,,1,175dc7d3-1015-98a2-4da3-49c4670fa274,
0.0,,2020-12-19 15:03:30.190,48.871105,,,Très nuageux,,1,TWC,2020-12-19 16:36:03.377,2020-12-19 16:36:03.377,0,2.3042796,12.0,85,UTC+0200,AumAWJiKT9,e5ad98e3-7199-f327-8bb9-009fe1dc326b,com.sec.android.app.shealth,,,,3,f5cf9588-3741-3f20-6b80-3eda2dce74f0,
0.0,,2020-10-08 16:27:22.730,48.818874,,,Cloudy,,1,TWC,2020-10-08 16:49:37.884,2020-10-08 16:49:37.884,0,2.1981237,18.0,73,UTC+0300,AumAWJiKT9,631b34a8-12b4-694f-7aab-ce0020a0a2f4,com.sec.android.app.shealth,,,,3,5c6c5f57-a2bc-0d42-db11-406249d1619e,
0.0,,2020-12-26 16:04:56.440,48.81517,,,Nuageux,,1,TWC,2020-12-26 16:52:14.369,2020-12-26 16:52:14.369,0,2.1966357,4.0,84,UTC+0200,AumAWJiKT9,822487e2-5b16-8cd4-4476-e78fc2996387,com.sec.android.app.shealth,,,,3,33e4e024-5f3a-b898-1386-314c768fdaa6,
1.0,,2020-10-18 09:15:16.370,49.21791,,,Partly Cloudy,,1,TWC,2020-10-18 10:00:43.882,2020-10-18 10:00:43.882,0,0.4720077,9.0,81,UTC+0300,AumAWJiKT9,242c0489-7631-38b4-d4cd-daad2debc063,com.sec.android.app.shealth,,,,2,e22e472e-dc3f-6fd2-38a7-4ce2d8ed5a25,
0.0,,2021-01-12 08:02:49.930,48.809994,,,Nuageux,,1,TWC,2021-01-12 08:28:31.184,2021-01-12 08:28:31.184,0,2.1875055,7.0,91,UTC+0200,AumAWJiKT9,2489e845-7665-23f0-3ba2-3ba1e1dbedf3,com.sec.android.app.shealth,,,,3,138c2c2d-d0b1-2306-fe5b-56fcd8ad477b,
1.0,,2020-10-25 08:41:38.200,45.47305,,,Sunny,,1,TWC,2020-10-25 09:14:32.059,2020-10-25 09:14:32.059,0,6.4551897,8.0,75,UTC+0200,AumAWJiKT9,cb032405-3126-edf1-d289-791ef3b7b529,com.sec.android.app.shealth,,,,1,5fad8869-75e8-b3a2-0c26-475976209ec1,
1.0,,2021-02-16 13:59:24.660,45.469673,,,Beau,,1,TWC,2021-02-16 14:23:52.347,2021-02-16 14:23:52.347,0,6.45747,9.0,49,UTC+0200,AumAWJiKT9,147f9c9d-487b-fac1-ab64-9d94ec33b479,com.sec.android.app.shealth,,,,1,92be68cf-82fd-4581-4d9b-64a74992d378,
,0,2020-10-29 16:37:45.360,45.45509,,SSW. 200,Mostly Cloudy,0,1,TWC,2020-10-29 16:37:45.362,2020-10-29 16:37:45.362,1,6.446171,9.0,79,UTC+0200,dNgkxZR9yp,aad5150b-6428-45e8-9850-26067a343d69,com.sec.android.app.shealth,km/h,0,5.0,3,45095e3c-6458-47b7-9ff2-dc34a055a6be,
0.0,,2021-02-20 16:40:15.600,49.217724,,,Ensoleillé,,1,TWC,2021-02-20 17:16:21.643,2021-02-20 17:16:21.643,0,0.47123393,16.0,55,UTC+0200,AumAWJiKT9,dee97260-fd84-6ac6-6e3e-2aa7e10427c7,com.sec.android.app.shealth,,,,1,fdd354ee-dd03-1bfe-7812-c02b2e9e21f7,
0.0,,2020-11-10 10:59:05.670,48.802193,,,Nuageux,,1,TWC,2020-11-10 11:31:17.198,2020-11-10 11:31:17.198,0,2.1882002,13.0,87,UTC+0200,AumAWJiKT9,56ab7515-1e9b-7164-d75c-823101625e85,com.sec.android.app.shealth,,,,3,510cc31f-07af-6f0b-9d6a-9d65e7db91f3,
0.0,,2021-02-27 08:25:52.660,48.81555,,,Ensoleillé,,1,TWC,2021-02-27 08:46:36.199,2021-02-27 08:46:36.199,0,2.197325,5.0,78,UTC+0200,AumAWJiKT9,5b66b1a1-bdc4-a11a-f4d9-f10e82a9dadf,com.sec.android.app.shealth,,,,1,fa592379-e0a8-e62e-1073-84b3d70d8ffd,
,0,2020-11-17 08:50:04.919,48.845406,,SSO. 210,Nuageux,0,1,TWC,2020-11-17 08:50:34.757,2020-11-17 08:50:34.757,1,2.2779717,12.0,85,UTC+0200,dNgkxZR9yp,fc541dcd-5d33-4d12-ab8a-24a597b06725,com.sec.android.app.shealth,km/h,0,8.0,3,7eb3cbbb-9dff-47e8-94d5-d16e05691a19,
2.0,,2021-03-01 13:30:53.920,48.812138,,,Ensoleillé,,1,TWC,2021-03-01 13:45:38.010,2021-03-01 13:45:38.010,0,2.1887484,13.0,44,UTC+0200,AumAWJiKT9,f3262bc0-6cf1-bb63-d305-247f17d301ed,com.sec.android.app.shealth,,,,1,6d01013b-bf80-93ed-9a27-4ccb7fbf6bdd,
0.0,,2020-11-28 13:29:20.450,48.860443,,,Ensoleillé,,1,TWC,2020-11-28 13:53:26.262,2020-11-28 13:53:26.262,0,2.3673334,12.0,66,UTC+0200,AumAWJiKT9,386db679-b162-a03c-3a6d-adbcff75fac8,com.sec.android.app.shealth,,,,1,327ce343-633b-9508-1657-cfb649872c00,
1.0,,2021-03-07 15:11:13.870,48.81411,,,Ensoleillé,,1,TWC,2021-03-07 15:30:04.386,2021-03-07 15:30:04.386,0,2.1768882,9.0,36,UTC+0200,AumAWJiKT9,6544062f-9482-43ad-a8bc-3707ccebc8c2,com.sec.android.app.shealth,,,,1,414c8bf5-04b1-e018-59d6-45b7f7d60999,
0.0,,2020-12-03 18:02:47.420,48.891907,,,Pluie,,1,TWC,2020-12-03 18:14:28.150,2020-12-03 18:14:28.150,0,2.3520217,8.0,89,UTC+0200,AumAWJiKT9,257d073b-d68c-0ef2-2baf-0ed9d0aff5fe,com.sec.android.app.shealth,,,,5,0cc1c16f-0d32-8bc7-b1a6-4e6d8c119a22,
,0,2021-03-12 19:17:50.021,49.216606,,SO. 220,Très nuageux,0,1,TWC,2021-03-12 19:18:09.392,2021-03-12 19:18:09.392,1,0.476606,7.0,83,UTC+0200,dNgkxZR9yp,1fa4c8e8-61c8-4b3e-bb88-d50480834535,com.sec.android.app.shealth,km/h,0,21.0,3,f0b0134c-6875-4baa-8bdd-99365c9382c2,
,0,2020-12-20 11:16:01.329,49.24151,,SSO. 210,Ensoleillé,0,1,TWC,2020-12-20 11:16:01.331,2020-12-20 11:16:01.331,1,0.4770833,9.0,78,UTC+0200,dNgkxZR9yp,9f373cae-7b95-4097-83e6-bf9d7c38500b,com.sec.android.app.shealth,km/h,0,18.0,1,cb7028a8-f9c4-430e-8b7d-bc2f4b39804d,
1.0,,2021-03-20 14:44:26.750,48.815346,,,Ensoleillé,,1,TWC,2021-03-20 16:39:42.137,2021-03-20 16:39:42.137,0,2.196143,9.0,50,UTC+0200,AumAWJiKT9,99d723f2-5b06-092e-24c6-6ab263271a93,com.sec.android.app.shealth,,,,1,0c394e4b-1a71-67d3-3adb-6405e67ba4f3,
,0,2021-03-27 17:22:24.785,48.815285,,OSO. 250,Beau,0,1,TWC,2021-03-27 17:23:08.361,2021-03-27 17:23:08.361,1,2.1926801,11.0,52,UTC+0200,dNgkxZR9yp,5ae83feb-6a76-455e-b50d-54690aaf91e6,com.sec.android.app.shealth,km/h,0,13.0,1,69d11ff8-d1bf-49b8-a2e7-db3098d62789,
,0,2021-01-01 11:58:44.149,48.816227,,N. 350,Peu nuageux,0,1,TWC,2021-01-01 11:58:44.153,2021-01-01 11:58:44.153,1,2.1949375,3.0,79,UTC+0200,dNgkxZR9yp,b236a961-65b5-4d4b-88bf-d1661e357a81,com.sec.android.app.shealth,km/h,0,6.0,2,b21382ea-b782-4cad-9e7d-fd950d45a0f0,
0.0,,2021-01-12 10:26:49.570,48.80397,,,Pluie,,1,TWC,2021-01-12 10:54:49.230,2021-01-12 10:54:49.230,0,2.1882823,7.0,90,UTC+0200,AumAWJiKT9,d920e4cc-af12-901c-cf88-16083128de69,com.sec.android.app.shealth,,,,5,ef8d39e5-cc71-d7b5-4b9b-f839d92cbdc1,
1.0,,2021-02-16 14:28:38.830,45.463837,,,Beau,,1,TWC,2021-02-16 14:57:29.666,2021-02-16 14:57:29.666,0,6.4562025,7.0,49,UTC+0200,AumAWJiKT9,6eaebd03-7f15-846f-67ff-55e464239daa,com.sec.android.app.shealth,,,,1,c2b262dc-f669-d46d-9c30-bfb5799f50e8,
0.0,,2021-02-21 17:29:30.710,49.218086,,,Ciel dégagé,,1,TWC,2021-02-21 17:57:01.012,2021-02-21 17:57:01.012,0,0.47273347,13.0,65,UTC+0200,AumAWJiKT9,9d66e215-6755-d76d-27f6-67183a50805a,com.sec.android.app.shealth,,,,18,c2bc1487-f32f-b63e-9df6-daea6b1d2e42,
,0,2021-04-03 11:00:37.453,49.2165,,NE. 40,Nuageux,0,1,TWC,2021-04-03 11:00:37.455,2021-04-03 11:00:37.455,1,0.4767529,8.0,60,UTC+0300,dNgkxZR9yp,872ea7e8-d855-4fa6-81de-465a39d1a9c1,com.sec.android.app.shealth,km/h,0,21.0,3,1f68ca4a-99c3-47da-b391-9338c13ab75f,
1.0,,2021-02-27 08:46:41.590,48.808125,,,Ensoleillé,,1,TWC,2021-02-27 09:30:19.256,2021-02-27 09:30:19.256,0,2.2074125,5.0,78,UTC+0200,AumAWJiKT9,969979de-5e34-78a5-4e7a-18873e2096f2,com.sec.android.app.shealth,,,,1,eb613f19-a501-a068-41a8-16a614b4a08b,
,0,2021-04-09 12:34:38.290,48.81513,,S. 190,Ensoleillé,0,1,TWC,2021-04-09 12:34:38.292,2021-04-09 12:34:38.292,1,2.1916368,16.0,36,UTC+0300,dNgkxZR9yp,c57a2d97-f513-4e4e-8e4f-7fc714236d2f,com.sec.android.app.shealth,km/h,0,14.0,1,ef2c635b-c877-4ab1-8b32-df202b657c65,
2.0,,2021-03-06 11:57:01.620,48.860424,,,Ensoleillé,,1,TWC,2021-03-06 12:09:51.032,2021-03-06 12:09:51.032,0,2.3572638,8.0,40,UTC+0200,AumAWJiKT9,71f484ea-92ba-d6ba-3bac-e9fd99502810,com.sec.android.app.shealth,,,,1,7cd1f3eb-4790-aa34-5ff7-5c89d88366cd,
,0,2021-04-21 14:52:26.964,48.80437,,NNE. 30,Peu nuageux,0,1,TWC,2021-04-21 14:52:26.968,2021-04-21 14:52:26.968,1,2.17869,18.0,44,UTC+0300,dNgkxZR9yp,3a52577f-b2e8-4bee-93f1-01717d5bd161,com.sec.android.app.shealth,km/h,0,16.0,2,68413033-d9aa-4beb-80e7-124f9d5c62ed,
,0,2021-04-29 15:39:43.980,48.8151,,N. 350,Peu nuageux,0,1,TWC,2021-04-29 15:39:43.982,2021-04-29 15:39:43.982,1,2.1916604,13.0,44,UTC+0300,dNgkxZR9yp,1a4c0aa7-de94-4983-872c-bfcfb04a1a9a,com.sec.android.app.shealth,km/h,0,11.0,2,58ec6a94-e259-4525-9b9d-dd024b10c229,
0.0,,2021-03-07 15:45:27.330,48.8136,,,Ensoleillé,,1,TWC,2021-03-07 16:16:17.320,2021-03-07 16:16:17.320,0,2.176438,8.0,36,UTC+0200,AumAWJiKT9,aea68e1d-6601-54a3-c088-9ae26f2ea956,com.sec.android.app.shealth,,,,1,6d485b63-0847-585c-c11d-22bbeda985cb,
,0,2021-05-11 16:51:24.133,48.823387,,SO. 220,Peu nuageux,0,1,TWC,2021-05-11 16:51:24.135,2021-05-11 16:51:24.135,1,2.210335,14.0,62,UTC+0300,dNgkxZR9yp,8581e688-c372-4c52-9f01-0ba7f47c9f0b,com.sec.android.app.shealth,km/h,0,11.0,2,8d9de943-ef31-4463-a88f-14fa85332806,
1.0,,2021-03-13 09:35:51.340,49.212906,,,Très nuageux/Vent,,1,TWC,2021-03-13 10:17:37.251,2021-03-13 10:17:37.251,0,0.47544208,8.0,73,UTC+0200,AumAWJiKT9,7a0955e8-6cef-70ad-a67e-ebd3753b8b41,com.sec.android.app.shealth,,,,2,32d24cde-3e67-f34c-89a1-9c91216bb523,
,0,2021-03-20 17:43:06.563,48.7983,,NE. 40,Beau,0,1,TWC,2021-03-20 17:44:24.682,2021-03-20 17:44:24.682,1,2.2156577,8.0,56,UTC+0200,dNgkxZR9yp,47bf6f1e-679c-4d8b-8f59-885e2923ca31,com.sec.android.app.shealth,km/h,0,11.0,1,d42453e2-ba0d-4ed8-935c-b77f91900527,
4.0,,2021-05-18 12:24:43.970,48.80964,,,Très nuageux,,1,TWC,2021-05-18 12:37:45.235,2021-05-18 12:37:45.235,0,2.1874757,15.0,58,UTC+0300,AumAWJiKT9,565ae779-d016-28be-6147-a9b913dda898,com.sec.android.app.shealth,,,,2,d79033a6-d093-c1c7-e958-a5d47e5e469d,
,0,2021-03-28 09:08:52.821,48.821285,,SSO. 210,Ensoleillé,0,1,TWC,2021-03-28 09:08:52.823,2021-03-28 09:08:52.823,1,2.2513182,12.0,58,UTC+0300,dNgkxZR9yp,0aa0b2f9-1299-4a1e-b156-b5ffec4d0b6f,com.sec.android.app.shealth,km/h,0,13.0,1,610a46de-d606-464d-aaec-b2c5d7601f22,
0.0,,2021-05-22 19:02:16.840,49.21866,,,Peu nuageux,,1,TWC,2021-05-22 19:54:15.485,2021-05-22 19:54:15.485,0,0.4745168,10.0,77,UTC+0300,AumAWJiKT9,22a49781-bbb3-3b6c-a9a0-4b8af9ea8448,com.sec.android.app.shealth,,,,2,75b18d61-51c7-93fd-be19-bcfa6b2f3228,
4.0,,2021-05-24 12:50:21.310,48.81183,,,Très nuageux,,1,TWC,2021-05-24 13:08:06.204,2021-05-24 13:08:06.204,0,2.1884944,14.0,64,UTC+0300,AumAWJiKT9,84bca303-62f9-0e72-5f2d-575d05d92f75,com.sec.android.app.shealth,,,,2,bfd65fed-cf91-5b19-7ef5-4f5ca63c26bf,
1.0,,2021-05-28 16:42:14.600,48.798534,,,Beau,,1,TWC,2021-05-28 17:52:46.232,2021-05-28 17:52:46.232,0,2.2027225,21.0,41,UTC+0300,AumAWJiKT9,a64da115-0a0f-b054-6b4e-c511825d2a86,com.sec.android.app.shealth,,,,1,d01d9267-dcc3-77de-1fc1-43e4c809a226,
,0,2021-06-01 19:40:26.059,48.814884,,E. 80,Ensoleillé,0,1,TWC,2021-06-01 19:40:26.272,2021-06-01 19:40:26.272,1,2.1897218,24.0,52,UTC+0300,dNgkxZR9yp,448bc1cf-ae8b-45cc-8741-4ddeb6679d31,com.sec.android.app.shealth,km/h,0,10.0,1,28d33b67-6afb-41f2-9316-11fdd66b18cf,
