com.samsung.shealth.permission,6188005,1
client_id,allowed,update_time,create_time,item,requester,deviceuuid,pkg_name,operation,permitted_on,datauuid,optionals
com.sec.android.app.shealth,1,2021-09-21 07:55:40.078,2021-09-21 07:55:09.407,data,,dNgkxZR9yp,com.sec.android.app.shealth,sync,1,e293a1dd-fd10-aea4-e4ed-5ac65c24a052,,
