com.samsung.shealth.stand_day_summary,6188005,1
stand_time,update_time,create_time,deviceuuid,pkg_name,datauuid,day_time
1657088,2019-07-23 18:34:53.340,2019-07-22 22:11:48.453,AumAWJiKT9,com.sec.android.app.shealth,5f63b64f-8a82-1823-ea29-55c07687d87c,1563840000000,
0,2019-08-12 22:01:46.297,2019-08-12 22:01:46.297,AumAWJiKT9,com.sec.android.app.shealth,222b7750-1141-1489-84cd-deb7ea0a2f97,1565654400000,
2196480,2019-08-06 19:51:36.278,2019-08-05 22:00:02.594,AumAWJiKT9,com.sec.android.app.shealth,e31542f5-215c-e640-6e75-31fdb74ce4f2,1565049600000,
100352,2019-06-07 14:57:42.367,2019-06-06 22:00:21.367,AumAWJiKT9,com.sec.android.app.shealth,fbb3c5b1-d5b4-316d-fe1c-5384c17b2f56,1559865600000,
5003264,2019-07-29 20:18:49.331,2019-07-28 22:09:02.555,AumAWJiKT9,com.sec.android.app.shealth,5dea5d73-dc98-baaf-75d7-2af9c7cb6624,1564358400000,
0,2019-08-13 22:00:02.510,2019-08-13 22:00:02.510,AumAWJiKT9,com.sec.android.app.shealth,02ea8ce9-3724-d255-6e52-6c0c9d8ca637,1565740800000,
1310720,2019-06-13 18:59:42.167,2019-06-12 23:00:35.378,AumAWJiKT9,com.sec.android.app.shealth,ff125f28-bd53-8391-2aff-96a1d3c4d0e8,1560384000000,
60416,2019-08-04 13:51:13.102,2019-08-03 22:00:14.457,AumAWJiKT9,com.sec.android.app.shealth,08b17a78-f509-1686-21c6-dd4951bd9496,1564876800000,
4739072,2019-06-19 20:09:02.199,2019-06-18 22:00:06.952,AumAWJiKT9,com.sec.android.app.shealth,96c7a9e3-374d-7f96-0b9e-ebf43d19cb0a,1560902400000,
0,2019-08-11 22:00:04.941,2019-08-11 22:00:04.941,AumAWJiKT9,com.sec.android.app.shealth,6799f446-d902-54c4-62dc-57d2ce5223db,1565568000000,
271364,2019-06-25 16:01:38.233,2019-06-24 22:00:04.224,AumAWJiKT9,com.sec.android.app.shealth,e6a2c14e-e472-81f7-aa0f-a3075e005c46,1561420800000,
0,2019-08-23 22:00:38.613,2019-08-23 22:00:38.613,AumAWJiKT9,com.sec.android.app.shealth,3b9cce75-6cb0-ed1f-ddfd-dacecf08a804,1566604800000,
2134016,2019-07-01 19:22:24.201,2019-06-30 22:00:32.807,AumAWJiKT9,com.sec.android.app.shealth,0bf37dd0-d933-248b-674a-1bf577535f71,1561939200000,
9176064,2019-08-30 21:13:24.334,2019-08-30 05:06:38.333,AumAWJiKT9,com.sec.android.app.shealth,3ac028d4-c930-5595-2182-01f65dd9879b,1567123200000,
8716800,2019-07-07 21:31:31.311,2019-07-06 22:00:34.072,AumAWJiKT9,com.sec.android.app.shealth,1daa258b-f460-ea38-46e3-02aca745cae5,1562457600000,
205056,2019-09-05 15:47:23.264,2019-09-04 22:01:03.526,AumAWJiKT9,com.sec.android.app.shealth,7cf637ca-b45e-3adb-5834-1a0d62d4fd62,1567641600000,
0,2019-09-10 22:00:08.554,2019-09-10 22:00:08.554,AumAWJiKT9,com.sec.android.app.shealth,16665323-e80c-0d6a-d83d-2ddfea35c027,1568160000000,
397824,2019-09-17 16:21:48.278,2019-09-16 22:00:17.629,AumAWJiKT9,com.sec.android.app.shealth,12206048-6746-6a91-4a0b-22bc40945f64,1568678400000,
0,2019-08-10 22:02:33.804,2019-08-10 22:02:33.804,AumAWJiKT9,com.sec.android.app.shealth,982c2b3d-9f97-07a1-49f1-8eb421a5cc5d,1565481600000,
0,2019-07-13 06:21:20.259,2019-07-12 22:00:08.042,AumAWJiKT9,com.sec.android.app.shealth,39708028-5c24-c55e-30fa-e9935323f8ed,1562976000000,
2629632,2019-08-23 19:16:18.265,2019-08-23 07:34:01.719,AumAWJiKT9,com.sec.android.app.shealth,8858b697-fa61-c2e9-7868-6f7ad1d06116,1566518400000,
66560,2019-08-26 14:53:21.056,2019-08-25 22:00:03.220,AumAWJiKT9,com.sec.android.app.shealth,7b3940f0-3277-9c39-5f2f-ddee9dc68018,1566777600000,
112640,2019-08-29 14:43:30.356,2019-08-28 22:00:03.731,AumAWJiKT9,com.sec.android.app.shealth,633b57de-f60b-1447-550a-4c9e15d31d5e,1567036800000,
1209472,2019-09-04 18:45:18.197,2019-09-04 04:39:46.368,AumAWJiKT9,com.sec.android.app.shealth,9cea9389-b8aa-6b56-9064-f1e14b9dc0a2,1567555200000,
9054208,2019-09-10 21:39:56.206,2019-09-09 22:00:13.812,AumAWJiKT9,com.sec.android.app.shealth,cee226de-da26-0482-f03a-5fe14387d003,1568073600000,
1192448,2019-09-16 18:42:51.232,2019-09-15 22:00:43.175,AumAWJiKT9,com.sec.android.app.shealth,07a0d86f-761c-d991-143c-3e351ea3e508,1568592000000,
1572864,2019-09-22 18:26:19.201,2019-09-21 22:01:54.218,AumAWJiKT9,com.sec.android.app.shealth,06f71683-f8f1-d982-f148-ac84a17b65c3,1569110400000,
32768,2019-09-28 13:48:40.251,2019-09-27 22:04:41.416,AumAWJiKT9,com.sec.android.app.shealth,c445ea80-dd84-b5a5-5915-e7174c159fb1,1569628800000,
66048,2019-10-04 14:07:07.263,2019-10-03 22:03:59.693,AumAWJiKT9,com.sec.android.app.shealth,c5574c68-3bf4-10f4-8403-9b7e7b17dbb0,1570147200000,
308224,2019-10-10 16:29:56.439,2019-10-09 22:00:13.692,AumAWJiKT9,com.sec.android.app.shealth,7240348c-2e44-4651-3658-1db9d194dcc0,1570665600000,
4718592,2019-10-16 20:33:21.326,2019-10-15 22:00:12.294,AumAWJiKT9,com.sec.android.app.shealth,aa11aedb-5fad-fdad-85bb-ada2e3816205,1571184000000,
4498432,2019-07-20 20:22:57.289,2019-07-19 22:00:28.073,AumAWJiKT9,com.sec.android.app.shealth,5078fa72-c050-ae79-0e54-9aa8c16c1ec5,1563580800000,
1024,2019-09-01 08:09:49.261,2019-08-31 22:00:25.411,AumAWJiKT9,com.sec.android.app.shealth,6bba3572-e7d2-4241-3193-6f2f6271967b,1567296000000,
1220608,2019-09-23 18:59:13.305,2019-09-22 22:01:55.215,AumAWJiKT9,com.sec.android.app.shealth,546a1ff1-33b5-69e9-49c6-174baf00f2d0,1569196800000,
5284353,2019-07-26 20:38:53.285,2019-07-25 22:00:04.974,AumAWJiKT9,com.sec.android.app.shealth,625101d8-c740-09d3-416f-6a6b933f338c,1564099200000,
106496,2019-09-07 20:58:10.612,2019-09-06 22:02:01.415,AumAWJiKT9,com.sec.android.app.shealth,f3b267c6-896f-a3e6-6733-d11eef0dc30b,1567814400000,
3182592,2019-10-22 19:20:47.731,2019-10-21 22:00:26.441,AumAWJiKT9,com.sec.android.app.shealth,5bce8c4e-fb85-3777-5b7a-eb138a7e0e57,1571702400000,
4096,2019-09-29 19:30:28.822,2019-09-28 22:00:27.802,AumAWJiKT9,com.sec.android.app.shealth,5832c540-db53-8751-fb78-1064ee9f951a,1569715200000,
1098240,2019-10-28 19:48:05.322,2019-10-27 23:00:30.428,AumAWJiKT9,com.sec.android.app.shealth,d8a6d3ab-daa7-c026-2d28-5f390ee9dde9,1572220800000,
1835008,2019-11-03 19:32:00.287,2019-11-02 23:01:01.341,AumAWJiKT9,com.sec.android.app.shealth,465b9ffd-0490-d847-8d6e-c7fb41833114,1572739200000,
312320,2019-11-09 17:13:45.211,2019-11-08 23:00:13.676,AumAWJiKT9,com.sec.android.app.shealth,3f9b0e97-e331-8083-72e0-fb6be9d0ce04,1573257600000,
166912,2019-11-15 16:32:42.562,2019-11-14 23:00:12.680,AumAWJiKT9,com.sec.android.app.shealth,4abab904-ecf2-71c9-a383-965549fbcadb,1573776000000,
32768,2019-09-13 13:18:53.741,2019-09-12 22:00:09.417,AumAWJiKT9,com.sec.android.app.shealth,bd33960a-1809-f7f0-7ee8-d71999b1497a,1568332800000,
1024,2019-09-19 08:32:59.247,2019-09-18 22:01:08.459,AumAWJiKT9,com.sec.android.app.shealth,3f39eedd-a5ad-e985-c81e-f71740cbdcc2,1568851200000,
2433024,2019-09-25 19:28:23.193,2019-09-24 22:00:59.394,AumAWJiKT9,com.sec.android.app.shealth,9edbc4bc-07fb-1f3b-0abb-60babcd07c77,1569369600000,
526336,2019-10-01 17:09:14.295,2019-09-30 22:00:40.687,AumAWJiKT9,com.sec.android.app.shealth,e9f85e51-9ad5-427f-13bc-cfe1211eed1d,1569888000000,
139264,2019-08-01 15:23:00.528,2019-07-31 22:00:28.616,AumAWJiKT9,com.sec.android.app.shealth,816ef5e3-b654-ff9e-d493-b03543c8e7aa,1564617600000,
233472,2019-08-09 15:24:59.308,2019-08-09 06:22:21.995,AumAWJiKT9,com.sec.android.app.shealth,8feaef41-62e4-92d2-0627-8a6a435cf1a0,1565308800000,
4202496,2019-10-07 20:36:53.354,2019-10-06 22:00:21.243,AumAWJiKT9,com.sec.android.app.shealth,21191251-838d-0da3-486c-2946581fd251,1570406400000,
0,2019-08-14 22:00:03.438,2019-08-14 22:00:03.438,AumAWJiKT9,com.sec.android.app.shealth,8c467bed-3f41-85fb-63d3-0948ed5a7cc6,1565827200000,
4194304,2019-08-27 20:47:56.208,2019-08-26 22:00:07.452,AumAWJiKT9,com.sec.android.app.shealth,c98933dc-176b-33a8-efdd-1300154a4249,1566864000000,
135168,2019-11-21 16:12:51.869,2019-11-20 23:01:07.456,AumAWJiKT9,com.sec.android.app.shealth,30f4a047-eeda-f329-32f2-a6ce6dcea51c,1574294400000,
4761600,2019-09-02 20:53:51.314,2019-09-02 05:50:47.362,AumAWJiKT9,com.sec.android.app.shealth,bc56c032-ca9d-e5ef-2347-f26066044297,1567382400000,
151552,2019-11-27 16:44:09.277,2019-11-26 23:00:17.933,AumAWJiKT9,com.sec.android.app.shealth,69187231-f5fa-812e-5e9a-317b56026c78,1574812800000,
2143744,2019-09-08 19:00:29.338,2019-09-07 22:00:03.817,AumAWJiKT9,com.sec.android.app.shealth,20003b6c-f72e-2b06-301b-edfc50182b8b,1567900800000,
1413120,2019-12-03 19:17:30.330,2019-12-02 23:00:14.764,AumAWJiKT9,com.sec.android.app.shealth,e4d70d72-5f39-4807-bbb1-e2ddfeefa662,1575331200000,
4261888,2019-09-14 20:12:04.301,2019-09-13 22:00:32.650,AumAWJiKT9,com.sec.android.app.shealth,5d38c41d-028c-5828-7187-ced9ac16c0ac,1568419200000,
4286464,2019-12-09 21:09:44.360,2019-12-08 23:00:07.664,AumAWJiKT9,com.sec.android.app.shealth,1bef9734-2e56-4eff-a6de-4a14ec6f62a9,1575849600000,
200960,2019-09-20 15:07:45.258,2019-09-19 22:07:28.182,AumAWJiKT9,com.sec.android.app.shealth,c1da1240-3919-1df7-7429-c401526a1645,1568937600000,
2107904,2019-12-15 20:53:59.089,2019-12-14 23:03:16.382,AumAWJiKT9,com.sec.android.app.shealth,2bcfb24c-9eee-5b80-97db-28d1ddc25937,1576368000000,
135168,2019-09-26 15:44:38.272,2019-09-25 22:00:31.300,AumAWJiKT9,com.sec.android.app.shealth,1f3ed4af-6fd5-6516-e6eb-60109895aeb9,1569456000000,
32770,2019-12-21 14:03:21.720,2019-12-20 23:00:46.123,AumAWJiKT9,com.sec.android.app.shealth,9999011d-1a6a-796d-a644-bde6c6ba9a2a,1576886400000,
4199424,2019-10-05 20:36:31.385,2019-10-04 22:01:33.299,AumAWJiKT9,com.sec.android.app.shealth,74915c0b-5558-9fd6-cb7e-d06abb52f8a9,1570233600000,
149504,2019-10-11 15:14:12.365,2019-10-10 22:00:04.601,AumAWJiKT9,com.sec.android.app.shealth,0886ad67-aacc-4b40-72d3-15110f4bf31a,1570752000000,
4534272,2019-12-27 21:26:54.377,2019-12-26 23:00:38.540,AumAWJiKT9,com.sec.android.app.shealth,6390f2c9-863b-fb53-e6de-e2334e1b734c,1577404800000,
2311168,2019-10-17 19:44:29.311,2019-10-16 22:00:09.245,AumAWJiKT9,com.sec.android.app.shealth,28bdd063-1613-4743-2876-5edd3d63d2df,1571270400000,
1197056,2019-10-23 18:50:21.184,2019-10-22 22:00:31.523,AumAWJiKT9,com.sec.android.app.shealth,5fa3a98d-f94c-bd17-f02a-15cfe3c40086,1571788800000,
2102272,2019-10-02 19:57:37.253,2019-10-01 22:00:53.521,AumAWJiKT9,com.sec.android.app.shealth,dec64722-14cb-f8c7-9eed-62048c71a118,1569974400000,
1089536,2019-10-29 19:14:29.238,2019-10-28 23:00:28.111,AumAWJiKT9,com.sec.android.app.shealth,25bab377-aed2-775c-bdb0-9de4f2984594,1572307200000,
4726912,2019-11-04 21:14:47.280,2019-11-03 23:00:19.874,AumAWJiKT9,com.sec.android.app.shealth,d557bbe7-90b7-32c7-236e-1f4fedacec05,1572825600000,
286976,2019-10-08 16:22:54.117,2019-10-07 22:00:10.807,AumAWJiKT9,com.sec.android.app.shealth,beddd0eb-8953-e5a1-d47b-ca02bd8caf09,1570492800000,
10686464,2019-11-10 22:57:12.291,2019-11-09 23:00:13.611,AumAWJiKT9,com.sec.android.app.shealth,c75a79b2-2b7d-3f7e-9564-c44eafb777e0,1573344000000,
9711616,2019-10-14 21:46:27.418,2019-10-13 22:01:01.853,AumAWJiKT9,com.sec.android.app.shealth,f7fb5185-1e21-6c87-afbc-e5ef3a36dd50,1571011200000,
2686976,2019-10-20 19:50:48.277,2019-10-19 22:02:55.571,AumAWJiKT9,com.sec.android.app.shealth,ca053814-aab0-0065-4007-82d7a2236848,1571529600000,
4784128,2019-06-08 20:51:41.340,2019-06-07 22:00:27.855,AumAWJiKT9,com.sec.android.app.shealth,a8752fd0-53f0-f0af-4235-0b71f00789e5,1559952000000,
279552,2019-06-14 16:35:57.315,2019-06-13 22:00:12.689,AumAWJiKT9,com.sec.android.app.shealth,24758187-d420-aee7-1e8f-cad51ffb300b,1560470400000,
8192,2019-06-20 11:29:23.339,2019-06-19 22:00:15.883,AumAWJiKT9,com.sec.android.app.shealth,3ca4cb12-258e-290f-df13-2edb3922d786,1560988800000,
65536,2019-06-26 14:37:27.292,2019-06-25 22:00:05.971,AumAWJiKT9,com.sec.android.app.shealth,085311e0-9d08-f5c7-cf6c-a37ff1200c0a,1561507200000,
8950784,2019-07-02 21:12:33.192,2019-07-01 22:00:14.088,AumAWJiKT9,com.sec.android.app.shealth,c16a7518-68da-7e7d-6450-c526b72a9c22,1562025600000,
5373952,2019-07-08 20:46:31.335,2019-07-07 22:00:17.855,AumAWJiKT9,com.sec.android.app.shealth,97565f87-b3ca-1e21-c5c8-0483d269c8f1,1562544000000,
1183744,2019-07-15 18:28:05.511,2019-07-15 08:00:31.968,AumAWJiKT9,com.sec.android.app.shealth,f931a1f8-4597-1a32-1968-f8e33dee54a8,1563148800000,
5267840,2019-07-21 20:36:23.383,2019-07-20 22:00:31.718,AumAWJiKT9,com.sec.android.app.shealth,b1c739af-e134-933a-1b74-7540cb867358,1563667200000,
4239360,2019-07-27 20:48:33.089,2019-07-26 22:00:25.481,AumAWJiKT9,com.sec.android.app.shealth,b56fd4e9-feec-6ecc-3fdf-d9c00fe4e6a7,1564185600000,
2232320,2019-08-02 19:45:03.268,2019-08-02 02:53:57.424,AumAWJiKT9,com.sec.android.app.shealth,a6efb6a1-cbaa-2e21-feda-90eea2cc3b8c,1564704000000,
529184,2019-08-10 17:02:38.331,2019-08-09 22:00:04.910,AumAWJiKT9,com.sec.android.app.shealth,670fce6d-1c51-978f-7dfd-e00463a3674a,1565395200000,
0,2019-08-15 22:00:02.738,2019-08-15 22:00:02.737,AumAWJiKT9,com.sec.android.app.shealth,68eb9703-547c-aacd-b9b8-495b2254c233,1565913600000,
635904,2019-08-28 17:00:45.300,2019-08-27 22:00:05.461,AumAWJiKT9,com.sec.android.app.shealth,e4680983-80a5-3eec-453a-550d7fb58f7b,1566950400000,
4481024,2019-11-16 21:15:47.274,2019-11-15 23:00:10.542,AumAWJiKT9,com.sec.android.app.shealth,dd3d4e0c-bbc6-b853-9a37-ffc7b8fb9a9d,1573862400000,
2048,2019-10-13 09:26:15.316,2019-10-12 22:00:07.244,AumAWJiKT9,com.sec.android.app.shealth,a5df7ef9-dfe7-6254-e85c-798329cd82ce,1570924800000,
4196864,2019-10-26 20:08:21.359,2019-10-25 22:00:04.811,AumAWJiKT9,com.sec.android.app.shealth,9a705087-95bf-ab41-b7a2-290ecf36f745,1572048000000,
2367488,2019-11-22 20:25:48.827,2019-11-21 23:09:03.554,AumAWJiKT9,com.sec.android.app.shealth,b1977e1d-0cc4-bff7-b446-615e79038744,1574380800000,
768,2019-10-19 17:37:06.678,2019-10-18 22:00:16.965,AumAWJiKT9,com.sec.android.app.shealth,5f0408c9-9d2f-afd0-ede8-c8528f923477,1571443200000,
4726784,2019-11-01 21:13:53.266,2019-10-31 23:00:14.899,AumAWJiKT9,com.sec.android.app.shealth,7fc66dc1-3e8a-871d-f300-f50d633effc5,1572566400000,
10240,2020-01-02 12:57:39.301,2020-01-01 23:09:00.235,AumAWJiKT9,com.sec.android.app.shealth,47d3370a-116e-6d3c-3676-71a3ed451c77,1577923200000,
4210688,2019-11-28 21:13:19.288,2019-11-27 23:07:26.522,AumAWJiKT9,com.sec.android.app.shealth,144ecad3-a947-aa16-5777-7b53022a2426,1574899200000,
819456,2019-10-25 17:33:39.318,2019-10-24 22:00:03.742,AumAWJiKT9,com.sec.android.app.shealth,e7370a1e-549d-292f-cbc4-cef28c14d9f3,1571961600000,
272384,2019-11-07 17:54:34.273,2019-11-06 23:00:12.059,AumAWJiKT9,com.sec.android.app.shealth,aceb7dc8-b6ab-57ea-23c2-e418fda0874b,1573084800000,
8687616,2019-10-31 22:56:04.271,2019-10-30 23:00:10.880,AumAWJiKT9,com.sec.android.app.shealth,0f34575e-20a5-bd8f-0ff7-6fa3fe5f20c1,1572480000000,
10752,2020-01-08 12:40:23.307,2020-01-07 23:00:22.495,AumAWJiKT9,com.sec.android.app.shealth,7768533d-2e1b-b815-6d2a-dca5470a8ab9,1578441600000,
132096,2019-09-03 15:04:55.342,2019-09-02 22:00:09.689,AumAWJiKT9,com.sec.android.app.shealth,70e4d8b7-b790-edba-56b9-4b50d87ec9b0,1567468800000,
5382144,2020-01-14 21:38:34.224,2020-01-13 23:00:23.274,AumAWJiKT9,com.sec.android.app.shealth,bdd09d2c-3e92-9cf5-028d-2d3b3b9cc2d7,1578960000000,
135168,2019-09-09 15:35:31.262,2019-09-08 22:00:12.451,AumAWJiKT9,com.sec.android.app.shealth,9433f9b0-183b-860e-2010-e6cd4e6366ac,1567987200000,
541185,2020-01-20 18:03:03.237,2020-01-19 23:00:17.321,AumAWJiKT9,com.sec.android.app.shealth,cc513bbe-ac00-9678-43bc-9d498109c492,1579478400000,
1054720,2019-09-15 18:50:51.217,2019-09-14 22:00:44.688,AumAWJiKT9,com.sec.android.app.shealth,27ed550f-3ea8-2bbe-5ce0-6366e221bc40,1568505600000,
2642944,2020-02-23 20:14:50.325,2020-02-22 23:00:04.392,AumAWJiKT9,com.sec.android.app.shealth,aa2a9b37-3cfa-1798-0166-d8eb2e648790,1582416000000,
8650752,2019-09-21 21:08:10.256,2019-09-20 22:00:52.598,AumAWJiKT9,com.sec.android.app.shealth,1fe610b7-2401-4673-5c36-2d5ed3681c63,1569024000000,
5325824,2020-02-18 21:58:41.239,2020-02-17 23:00:03.787,AumAWJiKT9,com.sec.android.app.shealth,42bc06b7-9e69-5f0e-494b-ca018b624a54,1581984000000,
4467712,2019-09-27 20:23:19.882,2019-09-26 22:00:05.469,AumAWJiKT9,com.sec.android.app.shealth,0684fc50-3129-a90f-ea6d-1f8e0c6238b3,1569542400000,
10518529,2020-02-13 22:46:25.821,2020-02-12 23:00:04.739,AumAWJiKT9,com.sec.android.app.shealth,7de61b77-7179-f4a7-dbbf-be052ef43374,1581552000000,
4775936,2019-12-04 21:21:09.312,2019-12-03 23:00:04.769,AumAWJiKT9,com.sec.android.app.shealth,a8797cd7-fb00-db34-0bc7-fd45668bdee6,1575417600000,
598016,2019-11-06 18:20:31.242,2019-11-05 23:00:08.575,AumAWJiKT9,com.sec.android.app.shealth,3fc4a04c-8397-3b16-8a97-e2a97125114a,1572998400000,
8655872,2019-11-13 22:10:14.900,2019-11-12 23:00:11.107,AumAWJiKT9,com.sec.android.app.shealth,7be21e90-e486-3b0f-ec72-f49c615c0a91,1573603200000,
