com.samsung.shealth.tracker.pedometer_day_summary,6188005,5
step_count,binning_data,active_time,recommendation,run_step_count,update_time,source_package_name,create_time,source_info,speed,distance,calorie,walk_step_count,deviceuuid,pkg_name,healthy_step,achievement,datauuid,day_time
8287,2ad9b512-d953-477e-9e32-1293a1cd6d0b.binning_data.json,4144280,6000,85,2019-08-28 18:05:30.975,com.sec.android.app.shealth,2019-08-28 18:05:30.975,,2.3352864,6192.202,323.16,8202,AumAWJiKT9,com.sec.android.app.shealth,0,2ad9b512-d953-477e-9e32-1293a1cd6d0b.achievement.json,2ad9b512-d953-477e-9e32-1293a1cd6d0b,1566864000000,
5384,83bc401e-d37e-4af8-aa55-3d93ba0cc666.binning_data.json,2109466,6000,4918,2019-09-02 05:50:58.947,com.sec.android.app.shealth,2019-09-01 05:58:27.965,,2.3779304,4425.17,326.74,466,AumAWJiKT9,com.sec.android.app.shealth,0,83bc401e-d37e-4af8-aa55-3d93ba0cc666.achievement.json,83bc401e-d37e-4af8-aa55-3d93ba0cc666,1567296000000,
4246,b12cf6ed-a272-48ac-bfaf-1a5d25314642.binning_data.json,2185563,6000,75,2019-08-28 22:05:06.067,com.sec.android.app.shealth,2019-08-28 22:05:06.067,,6.9444447,3345.283,155.87358,4171,dNgkxZR9yp,com.sec.android.app.shealth,0,b12cf6ed-a272-48ac-bfaf-1a5d25314642.achievement.json,b12cf6ed-a272-48ac-bfaf-1a5d25314642,1566950400000,
8581,89a4479e-8568-4a8d-b2b6-1ec776ba71dc.binning_data.json,4353940,6000,102,2019-09-06 21:59:09.269,com.sec.android.app.shealth,2019-09-06 05:38:41.259,,6.027777,6409.987,345.49,8479,AumAWJiKT9,com.sec.android.app.shealth,0,89a4479e-8568-4a8d-b2b6-1ec776ba71dc.achievement.json,89a4479e-8568-4a8d-b2b6-1ec776ba71dc,1567728000000,
6674,ecc6529f-e2e5-489d-951e-bf7e8c35ae3c.binning_data.json,3425949,6000,63,2019-08-29 22:00:01.370,com.sec.android.app.shealth,2019-08-29 22:00:01.370,,3.7104855,5205.4375,240.09724,6611,dNgkxZR9yp,com.sec.android.app.shealth,0,ecc6529f-e2e5-489d-951e-bf7e8c35ae3c.achievement.json,ecc6529f-e2e5-489d-951e-bf7e8c35ae3c,1567036800000,
3586,6a43bbfe-299e-4974-9707-8c527bbe1e8f.binning_data.json,1809514,6000,105,2019-08-30 22:00:07.753,com.sec.android.app.shealth,2019-08-30 22:00:07.753,,3.221642,2857.2212,133.41928,3481,dNgkxZR9yp,com.sec.android.app.shealth,0,6a43bbfe-299e-4974-9707-8c527bbe1e8f.achievement.json,6a43bbfe-299e-4974-9707-8c527bbe1e8f,1567123200000,
7778,d804ea8d-6efa-47b7-b2c4-109696dfe8ac.binning_data.json,3894460,6000,121,2019-09-06 05:38:41.308,com.sec.android.app.shealth,2019-09-05 04:35:09.829,,6.9444447,5627.849,313.96,7657,AumAWJiKT9,com.sec.android.app.shealth,0,d804ea8d-6efa-47b7-b2c4-109696dfe8ac.achievement.json,d804ea8d-6efa-47b7-b2c4-109696dfe8ac,1567641600000,
7241,a31d1e96-8e29-42b6-a3ac-e86475257d8c.binning_data.json,3741573,6000,320,2019-09-04 19:03:15.975,com.sec.android.app.shealth,2019-09-04 04:42:13.683,,2.4722226,5216.78,289.59,6921,AumAWJiKT9,com.sec.android.app.shealth,0,a31d1e96-8e29-42b6-a3ac-e86475257d8c.achievement.json,a31d1e96-8e29-42b6-a3ac-e86475257d8c,1567555200000,
6376,4cebf898-1421-49fb-8d08-c03f95db7d31.binning_data.json,3315518,6000,95,2019-09-02 22:25:23.252,com.sec.android.app.shealth,2019-09-02 22:25:23.252,,2.1446683,4975.126,231.25134,6281,dNgkxZR9yp,com.sec.android.app.shealth,0,4cebf898-1421-49fb-8d08-c03f95db7d31.achievement.json,4cebf898-1421-49fb-8d08-c03f95db7d31,1567382400000,
2152,1cd2744d-d625-4b6b-803e-68aa55da066e.binning_data.json,874342,6000,221,2019-09-01 22:00:00.987,com.sec.android.app.shealth,2019-09-01 08:32:39.048,,4.9914618,1929.0361,90.86774,1931,dNgkxZR9yp,com.sec.android.app.shealth,0,1cd2744d-d625-4b6b-803e-68aa55da066e.achievement.json,1cd2744d-d625-4b6b-803e-68aa55da066e,1567296000000,
2631,831185ec-54c2-4edd-b951-0c483ce3e9fa.binning_data.json,1049481,6000,198,2019-08-31 22:00:01.149,com.sec.android.app.shealth,2019-08-31 22:00:01.149,,5.2863297,2337.6436,109.06357,2433,dNgkxZR9yp,com.sec.android.app.shealth,0,831185ec-54c2-4edd-b951-0c483ce3e9fa.achievement.json,831185ec-54c2-4edd-b951-0c483ce3e9fa,1567209600000,
11140,ba8bb709-99d7-408e-b892-1cc975eb2158.binning_data.json,5478970,6000,74,2019-09-09 23:15:05.659,com.sec.android.app.shealth,2019-09-09 04:54:29.626,,4.611111,8278.577,440.33,11066,AumAWJiKT9,com.sec.android.app.shealth,0,ba8bb709-99d7-408e-b892-1cc975eb2158.achievement.json,ba8bb709-99d7-408e-b892-1cc975eb2158,1567987200000,
11969,bb100754-fba0-4345-8d04-0caa3f518b0f.binning_data.json,6577094,6000,279,2019-09-08 21:15:38.825,com.sec.android.app.shealth,2019-09-08 05:32:39.835,,6.8055553,8427.71,441.05,11690,AumAWJiKT9,com.sec.android.app.shealth,0,bb100754-fba0-4345-8d04-0caa3f518b0f.achievement.json,bb100754-fba0-4345-8d04-0caa3f518b0f,1567900800000,
8864,fc128e44-0df6-4b89-903b-81f6c6dde86d.binning_data.json,4425597,6000,390,2019-09-08 00:15:07.162,com.sec.android.app.shealth,2019-09-07 00:55:41.129,,4.20397,6244.034,347.2,8474,AumAWJiKT9,com.sec.android.app.shealth,0,fc128e44-0df6-4b89-903b-81f6c6dde86d.achievement.json,fc128e44-0df6-4b89-903b-81f6c6dde86d,1567814400000,
20968,54253845-9f75-4ece-9273-c9444b1c1b2f.binning_data.json,10578656,6000,667,2019-09-12 20:57:45.484,com.sec.android.app.shealth,2019-09-11 22:17:45.670,,6.5277777,15653.733,815.05,20301,AumAWJiKT9,com.sec.android.app.shealth,0,54253845-9f75-4ece-9273-c9444b1c1b2f.achievement.json,54253845-9f75-4ece-9273-c9444b1c1b2f,1568246400000,
5671,d1258c59-19cd-47f0-95fb-82b0fb65a4cd.binning_data.json,2968144,6000,37,2019-09-04 22:00:03.441,com.sec.android.app.shealth,2019-09-04 22:00:03.441,,3.4356346,4400.462,203.21182,5634,dNgkxZR9yp,com.sec.android.app.shealth,0,d1258c59-19cd-47f0-95fb-82b0fb65a4cd.achievement.json,d1258c59-19cd-47f0-95fb-82b0fb65a4cd,1567555200000,
7101,69ca5b5c-cea9-4897-baf7-6c46af8f79a4.binning_data.json,3639787,6000,68,2019-09-05 22:00:02.841,com.sec.android.app.shealth,2019-09-05 22:00:02.841,,2.1667414,5565.88,255.83539,7033,dNgkxZR9yp,com.sec.android.app.shealth,0,69ca5b5c-cea9-4897-baf7-6c46af8f79a4.achievement.json,69ca5b5c-cea9-4897-baf7-6c46af8f79a4,1567641600000,
5734,c5e2de04-916e-42a9-b73c-7d7d77590903.binning_data.json,3017142,6000,35,2019-09-03 22:00:00.938,com.sec.android.app.shealth,2019-09-03 22:00:00.938,,3.489246,4426.953,205.78235,5699,dNgkxZR9yp,com.sec.android.app.shealth,0,c5e2de04-916e-42a9-b73c-7d7d77590903.achievement.json,c5e2de04-916e-42a9-b73c-7d7d77590903,1567468800000,
428,28ac1a5a-8d56-418c-aa63-39c93bc4f651.binning_data.json,196962,6000,29,2019-09-11 22:17:45.666,com.sec.android.app.shealth,2019-09-11 04:34:38.684,,2.5555558,315.45,16.39,399,AumAWJiKT9,com.sec.android.app.shealth,0,28ac1a5a-8d56-418c-aa63-39c93bc4f651.achievement.json,28ac1a5a-8d56-418c-aa63-39c93bc4f651,1568160000000,
5053,addfa724-d8be-465e-b1d9-abf08bfde0c5.binning_data.json,2633530,6000,45,2019-09-15 22:15:06.947,com.sec.android.app.shealth,2019-09-15 04:22:37.022,,6.0,3671.183,190.071,5008,AumAWJiKT9,com.sec.android.app.shealth,0,addfa724-d8be-465e-b1d9-abf08bfde0c5.achievement.json,addfa724-d8be-465e-b1d9-abf08bfde0c5,1568505600000,
5485,f0c7b876-9f2b-43ed-b8f9-dd7140e61139.binning_data.json,2881033,6000,0,2019-09-07 22:00:01.505,com.sec.android.app.shealth,2019-09-07 22:00:01.505,,2.209572,4227.949,194.90686,5485,dNgkxZR9yp,com.sec.android.app.shealth,0,f0c7b876-9f2b-43ed-b8f9-dd7140e61139.achievement.json,f0c7b876-9f2b-43ed-b8f9-dd7140e61139,1567814400000,
6526,5f312bdb-d0a2-478f-9b00-9d464d08f815.binning_data.json,3683796,6000,181,2019-09-08 22:55:32.631,com.sec.android.app.shealth,2019-09-08 22:55:32.631,,3.0805008,5026.176,243.64117,6345,dNgkxZR9yp,com.sec.android.app.shealth,0,5f312bdb-d0a2-478f-9b00-9d464d08f815.achievement.json,5f312bdb-d0a2-478f-9b00-9d464d08f815,1567900800000,
8622,d6ca5532-cd40-4a48-8bf3-05599f7f3d63.binning_data.json,4271884,6000,283,2019-09-10 21:55:04.425,com.sec.android.app.shealth,2019-09-10 05:00:25.757,,2.1132615,6346.4683,360.6506,8339,AumAWJiKT9,com.sec.android.app.shealth,0,d6ca5532-cd40-4a48-8bf3-05599f7f3d63.achievement.json,d6ca5532-cd40-4a48-8bf3-05599f7f3d63,1568073600000,
7530,30511fef-4f3e-4f99-a570-cdfa5ca12ccc.binning_data.json,3888224,6000,105,2019-09-06 22:00:01.515,com.sec.android.app.shealth,2019-09-06 22:00:01.515,,2.5790586,5889.9814,272.5653,7425,dNgkxZR9yp,com.sec.android.app.shealth,0,30511fef-4f3e-4f99-a570-cdfa5ca12ccc.achievement.json,30511fef-4f3e-4f99-a570-cdfa5ca12ccc,1567728000000,
6450,b48a4081-bc7d-4c86-8a9b-417087bfd674.binning_data.json,3321843,6000,609,2019-09-14 23:55:24.959,com.sec.android.app.shealth,2019-09-13 23:35:20.506,,2.8611112,4550.048,249.55,5841,AumAWJiKT9,com.sec.android.app.shealth,0,b48a4081-bc7d-4c86-8a9b-417087bfd674.achievement.json,b48a4081-bc7d-4c86-8a9b-417087bfd674,1568419200000,
10061,1db457b9-f9d0-46ff-bfca-95201f846392.binning_data.json,5083588,6000,73,2019-09-09 22:00:01.261,com.sec.android.app.shealth,2019-09-09 22:00:01.261,,3.4763474,7891.795,360.3715,9988,dNgkxZR9yp,com.sec.android.app.shealth,0,1db457b9-f9d0-46ff-bfca-95201f846392.achievement.json,1db457b9-f9d0-46ff-bfca-95201f846392,1567987200000,
6859,f131d5f5-eed4-41bb-91ba-7504f9a3801a.binning_data.json,3492651,6000,125,2019-09-10 22:00:01.003,com.sec.android.app.shealth,2019-09-10 22:00:01.003,,3.0674284,5396.52,249.86829,6734,dNgkxZR9yp,com.sec.android.app.shealth,0,f131d5f5-eed4-41bb-91ba-7504f9a3801a.achievement.json,f131d5f5-eed4-41bb-91ba-7504f9a3801a,1568073600000,
6000,47d0a0d4-efb7-4507-9777-c398b5d0b0fe.binning_data.json,3002452,6000,114,2019-09-11 22:00:01.158,com.sec.android.app.shealth,2019-09-11 22:00:01.158,,2.8031714,4737.774,218.75827,5886,dNgkxZR9yp,com.sec.android.app.shealth,0,47d0a0d4-efb7-4507-9777-c398b5d0b0fe.achievement.json,47d0a0d4-efb7-4507-9777-c398b5d0b0fe,1568160000000,
8500,962c5dc5-108b-41fc-86a0-d0d220f9fd08.binning_data.json,4174608,6000,294,2019-09-18 23:25:08.555,com.sec.android.app.shealth,2019-09-18 06:17:55.752,,6.333334,6443.5815,341.43283,8206,AumAWJiKT9,com.sec.android.app.shealth,0,962c5dc5-108b-41fc-86a0-d0d220f9fd08.achievement.json,962c5dc5-108b-41fc-86a0-d0d220f9fd08,1568764800000,
1483,9a5bde50-75a6-48f7-b5ef-09e5a608542c.binning_data.json,763812,6000,31,2019-09-13 23:35:20.496,com.sec.android.app.shealth,2019-09-13 00:55:09.940,,3.8888886,1018.168,60.09,1452,AumAWJiKT9,com.sec.android.app.shealth,0,9a5bde50-75a6-48f7-b5ef-09e5a608542c.achievement.json,9a5bde50-75a6-48f7-b5ef-09e5a608542c,1568332800000,
332,f0608663-4557-4af3-bb27-495bd29f9b1d.binning_data.json,201514,6000,10,2019-09-13 22:13:56.799,com.sec.android.app.shealth,2019-09-13 22:13:56.799,,3.4264114,264.10748,12.425994,322,dNgkxZR9yp,com.sec.android.app.shealth,0,f0608663-4557-4af3-bb27-495bd29f9b1d.achievement.json,f0608663-4557-4af3-bb27-495bd29f9b1d,1568332800000,
8035,7217c096-543f-4784-935c-6b6e9c3a9709.binning_data.json,3968587,6000,122,2019-09-18 04:33:55.060,com.sec.android.app.shealth,2019-09-17 00:46:50.986,,2.3888886,5864.508,316.47,7913,AumAWJiKT9,com.sec.android.app.shealth,0,7217c096-543f-4784-935c-6b6e9c3a9709.achievement.json,7217c096-543f-4784-935c-6b6e9c3a9709,1568678400000,
14841,ca69ede3-2e3c-402f-b0d1-d0d9c45440fa.binning_data.json,7569220,6000,56,2019-09-12 22:49:01.647,com.sec.android.app.shealth,2019-09-12 22:49:01.647,,3.086575,11588.22,530.9684,14785,dNgkxZR9yp,com.sec.android.app.shealth,0,ca69ede3-2e3c-402f-b0d1-d0d9c45440fa.achievement.json,ca69ede3-2e3c-402f-b0d1-d0d9c45440fa,1568246400000,
3872,bc1f406a-b4b9-4f22-bfe4-e32c5375c807.binning_data.json,1974427,6000,133,2019-09-21 21:46:17.341,com.sec.android.app.shealth,2019-09-21 01:41:04.081,,3.7729533,2875.9648,157.09059,3739,AumAWJiKT9,com.sec.android.app.shealth,0,bc1f406a-b4b9-4f22-bfe4-e32c5375c807.achievement.json,bc1f406a-b4b9-4f22-bfe4-e32c5375c807,1569024000000,
2605,77024970-b380-4b90-8192-d736b2d3a5a3.binning_data.json,1198779,6000,99,2019-09-14 22:00:01.984,com.sec.android.app.shealth,2019-09-14 22:00:01.984,,6.9444447,2170.6592,100.209755,2506,dNgkxZR9yp,com.sec.android.app.shealth,0,77024970-b380-4b90-8192-d736b2d3a5a3.achievement.json,77024970-b380-4b90-8192-d736b2d3a5a3,1568419200000,
11223,21185486-04b0-4440-a701-879d14ad1806.binning_data.json,5686228,6000,107,2019-09-16 21:31:17.817,com.sec.android.app.shealth,2019-09-16 05:18:45.824,,6.9444447,8474.386,438.88,11116,AumAWJiKT9,com.sec.android.app.shealth,0,21185486-04b0-4440-a701-879d14ad1806.achievement.json,21185486-04b0-4440-a701-879d14ad1806,1568592000000,
3696,e2eb53fa-0c5f-4990-b117-149142b06026.binning_data.json,1833766,6000,41,2019-09-16 22:00:01.026,com.sec.android.app.shealth,2019-09-16 22:00:01.026,,2.2818468,2926.2166,133.06119,3655,dNgkxZR9yp,com.sec.android.app.shealth,0,e2eb53fa-0c5f-4990-b117-149142b06026.achievement.json,e2eb53fa-0c5f-4990-b117-149142b06026,1568592000000,
770,67d08c72-f4ba-4703-874c-2342a10c9193.binning_data.json,383156,6000,36,2019-09-15 22:00:01.043,com.sec.android.app.shealth,2019-09-15 22:00:01.043,,6.945621,671.8933,34.739037,734,dNgkxZR9yp,com.sec.android.app.shealth,0,67d08c72-f4ba-4703-874c-2342a10c9193.achievement.json,67d08c72-f4ba-4703-874c-2342a10c9193,1568505600000,
14757,97f6e7b7-9025-4756-bc5e-f28a978f14e0.binning_data.json,7430462,6000,554,2019-09-24 19:42:09.230,com.sec.android.app.shealth,2019-09-24 04:31:51.776,,3.25,11141.224,592.9156,14203,AumAWJiKT9,com.sec.android.app.shealth,0,97f6e7b7-9025-4756-bc5e-f28a978f14e0.achievement.json,97f6e7b7-9025-4756-bc5e-f28a978f14e0,1569283200000,
7223,8463c771-7936-4007-803d-b53fc07bb58f.binning_data.json,3616581,6000,83,2019-09-17 22:02:06.974,com.sec.android.app.shealth,2019-09-17 22:02:06.974,,2.2082832,5670.0903,259.5056,7140,dNgkxZR9yp,com.sec.android.app.shealth,0,8463c771-7936-4007-803d-b53fc07bb58f.achievement.json,8463c771-7936-4007-803d-b53fc07bb58f,1568678400000,
9926,7ea94837-7ed3-4ef7-b53a-fb3cd5b27d4a.binning_data.json,5015801,6000,241,2019-09-20 22:48:19.094,com.sec.android.app.shealth,2019-09-20 05:22:25.352,,6.9444447,7468.769,399.412,9685,AumAWJiKT9,com.sec.android.app.shealth,0,7ea94837-7ed3-4ef7-b53a-fb3cd5b27d4a.achievement.json,7ea94837-7ed3-4ef7-b53a-fb3cd5b27d4a,1568937600000,
5124,21c7c516-a6a0-4b0e-bd51-7cafb5b03bba.binning_data.json,2457496,6000,893,2019-09-28 03:24:18.356,com.sec.android.app.shealth,2019-09-27 02:55:05.362,,6.9444447,3830.403,238.02,4231,AumAWJiKT9,com.sec.android.app.shealth,0,21c7c516-a6a0-4b0e-bd51-7cafb5b03bba.achievement.json,21c7c516-a6a0-4b0e-bd51-7cafb5b03bba,1569542400000,
16857,d1ad0196-a7ee-45fd-8726-48e71c1726e7.binning_data.json,8452396,6000,329,2019-09-19 23:35:06.879,com.sec.android.app.shealth,2019-09-19 03:20:59.334,,2.2117434,12301.059,645.922,16528,AumAWJiKT9,com.sec.android.app.shealth,0,d1ad0196-a7ee-45fd-8726-48e71c1726e7.achievement.json,d1ad0196-a7ee-45fd-8726-48e71c1726e7,1568851200000,
9592,f2a60d47-beba-42a6-8a69-c31221b5b2df.binning_data.json,4794124,6000,158,2019-09-20 22:00:02.390,com.sec.android.app.shealth,2019-09-20 22:00:02.390,,3.3093364,7579.85,347.58545,9434,dNgkxZR9yp,com.sec.android.app.shealth,0,f2a60d47-beba-42a6-8a69-c31221b5b2df.achievement.json,f2a60d47-beba-42a6-8a69-c31221b5b2df,1568937600000,
11649,0b7efd29-edb6-40d1-81f7-3eb51c4c7efd.binning_data.json,5889974,6000,329,2019-09-23 22:56:15.475,com.sec.android.app.shealth,2019-09-23 05:05:48.610,,6.9444447,8496.452,479.511,11320,AumAWJiKT9,com.sec.android.app.shealth,0,0b7efd29-edb6-40d1-81f7-3eb51c4c7efd.achievement.json,0b7efd29-edb6-40d1-81f7-3eb51c4c7efd,1569196800000,
8720,dfd1106b-c097-4bde-b261-1824f1d555a0.binning_data.json,4375808,6000,218,2019-09-19 22:00:01.227,com.sec.android.app.shealth,2019-09-19 22:00:01.227,,3.255219,6883.251,319.76926,8502,dNgkxZR9yp,com.sec.android.app.shealth,0,dfd1106b-c097-4bde-b261-1824f1d555a0.achievement.json,dfd1106b-c097-4bde-b261-1824f1d555a0,1568851200000,
3342,99788f18-7cd1-4e9f-91df-b70a8f1fa8b3.binning_data.json,1673125,6000,369,2019-09-22 22:36:11.635,com.sec.android.app.shealth,2019-09-22 06:53:32.870,,6.9444447,2599.851,142.391,2973,AumAWJiKT9,com.sec.android.app.shealth,0,99788f18-7cd1-4e9f-91df-b70a8f1fa8b3.achievement.json,99788f18-7cd1-4e9f-91df-b70a8f1fa8b3,1569110400000,
7543,d6b178d6-8a36-434c-b4c0-32763a14ab49.binning_data.json,3716847,6000,234,2019-09-18 22:00:02.120,com.sec.android.app.shealth,2019-09-18 22:00:02.120,,3.0397263,6002.407,277.64142,7309,dNgkxZR9yp,com.sec.android.app.shealth,0,d6b178d6-8a36-434c-b4c0-32763a14ab49.achievement.json,d6b178d6-8a36-434c-b4c0-32763a14ab49,1568764800000,
18067,63d22067-c815-47c2-beee-735ad7339ced.binning_data.json,9095224,6000,396,2019-09-30 22:35:15.825,com.sec.android.app.shealth,2019-09-30 05:15:16.176,,6.666666,13713.641,724.28,17671,AumAWJiKT9,com.sec.android.app.shealth,0,63d22067-c815-47c2-beee-735ad7339ced.achievement.json,63d22067-c815-47c2-beee-735ad7339ced,1569801600000,
8468,baf70180-ee2f-4156-b361-32a7cd91fef7.binning_data.json,4417627,6000,48,2019-09-23 22:00:00.978,com.sec.android.app.shealth,2019-09-23 22:00:00.978,,3.094923,6579.2603,303.72363,8420,dNgkxZR9yp,com.sec.android.app.shealth,0,baf70180-ee2f-4156-b361-32a7cd91fef7.achievement.json,baf70180-ee2f-4156-b361-32a7cd91fef7,1569196800000,
7368,8eb0a9f5-23bd-4136-af49-34cce40c966c.binning_data.json,3740223,6000,63,2019-09-26 23:36:30.717,com.sec.android.app.shealth,2019-09-26 07:06:55.848,,5.7134147,5227.498,287.8386,7305,AumAWJiKT9,com.sec.android.app.shealth,0,8eb0a9f5-23bd-4136-af49-34cce40c966c.achievement.json,8eb0a9f5-23bd-4136-af49-34cce40c966c,1569456000000,
2074,2911b014-cae6-40ec-a844-3e3d904d7234.binning_data.json,998350,6000,163,2019-09-22 22:00:02.440,com.sec.android.app.shealth,2019-09-22 22:00:02.440,,3.734914,1774.5123,91.538536,1911,dNgkxZR9yp,com.sec.android.app.shealth,0,2911b014-cae6-40ec-a844-3e3d904d7234.achievement.json,2911b014-cae6-40ec-a844-3e3d904d7234,1569110400000,
3246,e2a2a22d-0c90-433d-b7b9-01b56f2f9f70.binning_data.json,1643389,6000,58,2019-09-21 22:00:00.926,com.sec.android.app.shealth,2019-09-21 22:00:00.926,,3.5153868,2556.46,118.44617,3188,dNgkxZR9yp,com.sec.android.app.shealth,0,e2a2a22d-0c90-433d-b7b9-01b56f2f9f70.achievement.json,e2a2a22d-0c90-433d-b7b9-01b56f2f9f70,1569024000000,
14785,25b4bfd4-ea57-419a-ab50-eba51fa2d856.binning_data.json,7569796,6000,690,2019-10-04 06:05:38.266,com.sec.android.app.shealth,2019-10-03 01:04:24.975,,5.7066555,10617.574,566.54,14095,AumAWJiKT9,com.sec.android.app.shealth,0,25b4bfd4-ea57-419a-ab50-eba51fa2d856.achievement.json,25b4bfd4-ea57-419a-ab50-eba51fa2d856,1570060800000,
1573,075f08de-ce4b-4ade-85d4-3926006e6add.binning_data.json,769458,6000,126,2019-09-25 22:56:15.331,com.sec.android.app.shealth,2019-09-25 08:15:08.861,,6.611111,1189.963,67.768,1447,AumAWJiKT9,com.sec.android.app.shealth,0,075f08de-ce4b-4ade-85d4-3926006e6add.achievement.json,075f08de-ce4b-4ade-85d4-3926006e6add,1569369600000,
7182,fbe189e8-b5c7-4430-be44-59b2297c8cd8.binning_data.json,3715497,6000,40,2019-09-26 22:00:01.309,com.sec.android.app.shealth,2019-09-26 22:00:01.309,,2.5532856,5577.984,257.27847,7142,dNgkxZR9yp,com.sec.android.app.shealth,0,fbe189e8-b5c7-4430-be44-59b2297c8cd8.achievement.json,fbe189e8-b5c7-4430-be44-59b2297c8cd8,1569456000000,
737,d78a4ec6-1c54-4a88-a7d4-e5bcba84b287.binning_data.json,347056,6000,57,2019-09-25 22:00:01.290,com.sec.android.app.shealth,2019-09-25 22:00:01.290,,4.5689807,655.97595,34.98861,680,dNgkxZR9yp,com.sec.android.app.shealth,0,d78a4ec6-1c54-4a88-a7d4-e5bcba84b287.achievement.json,d78a4ec6-1c54-4a88-a7d4-e5bcba84b287,1569369600000,
341,2eaca8f9-4f9d-4964-902b-141ecb2997ce.binning_data.json,166363,6000,11,2019-09-29 22:00:01.069,com.sec.android.app.shealth,2019-09-29 22:00:01.069,,3.1229877,273.36426,12.756317,330,dNgkxZR9yp,com.sec.android.app.shealth,0,2eaca8f9-4f9d-4964-902b-141ecb2997ce.achievement.json,2eaca8f9-4f9d-4964-902b-141ecb2997ce,1569715200000,
11663,5866b396-55cd-4b05-a741-2df83545d4b6.binning_data.json,5847841,6000,164,2019-09-24 22:00:01.586,com.sec.android.app.shealth,2019-09-24 22:00:01.586,,3.5233545,9168.791,420.772,11499,dNgkxZR9yp,com.sec.android.app.shealth,0,5866b396-55cd-4b05-a741-2df83545d4b6.achievement.json,5866b396-55cd-4b05-a741-2df83545d4b6,1569283200000,
652,e1b46054-d97d-4c9f-84fa-196726bc4314.binning_data.json,315595,6000,77,2019-09-30 00:35:33.355,com.sec.android.app.shealth,2019-09-29 07:15:30.596,,5.569491,540.601,29.831,575,AumAWJiKT9,com.sec.android.app.shealth,0,e1b46054-d97d-4c9f-84fa-196726bc4314.achievement.json,e1b46054-d97d-4c9f-84fa-196726bc4314,1569715200000,
5856,5c2f7a27-dc44-40a6-ab8e-f8c19a2e6e48.binning_data.json,2995146,6000,212,2019-09-28 22:15:54.290,com.sec.android.app.shealth,2019-09-28 06:20:58.032,,6.9444447,4286.2837,238.66837,5644,AumAWJiKT9,com.sec.android.app.shealth,0,5c2f7a27-dc44-40a6-ab8e-f8c19a2e6e48.achievement.json,5c2f7a27-dc44-40a6-ab8e-f8c19a2e6e48,1569628800000,
2199,e8f1414d-b74d-4c18-a202-0f35a778fd49.binning_data.json,1121463,6000,114,2019-10-06 21:15:06.276,com.sec.android.app.shealth,2019-10-06 00:55:38.064,,6.9444447,1638.637,87.779,2085,AumAWJiKT9,com.sec.android.app.shealth,0,e8f1414d-b74d-4c18-a202-0f35a778fd49.achievement.json,e8f1414d-b74d-4c18-a202-0f35a778fd49,1570320000000,
2839,5090736d-4b2d-4034-8f37-8a71f3d0fc73.binning_data.json,1339201,6000,162,2019-10-02 22:00:12.807,com.sec.android.app.shealth,2019-10-02 22:00:12.807,,3.2156315,2302.574,109.20598,2677,dNgkxZR9yp,com.sec.android.app.shealth,0,5090736d-4b2d-4034-8f37-8a71f3d0fc73.achievement.json,5090736d-4b2d-4034-8f37-8a71f3d0fc73,1569974400000,
4676,13fc4b1b-bca5-496d-b5a2-a10a165f7ab2.binning_data.json,2263562,6000,329,2019-10-02 20:48:41.525,com.sec.android.app.shealth,2019-10-02 08:44:52.770,,6.9444447,3528.799,192.42,4347,AumAWJiKT9,com.sec.android.app.shealth,0,13fc4b1b-bca5-496d-b5a2-a10a165f7ab2.achievement.json,13fc4b1b-bca5-496d-b5a2-a10a165f7ab2,1569974400000,
3203,3e19f01b-ca7e-455b-a874-69e3c2879255.binning_data.json,1545723,6000,108,2019-09-28 22:00:01.233,com.sec.android.app.shealth,2019-09-28 22:00:01.233,,4.1518264,2635.2769,128.67201,3095,dNgkxZR9yp,com.sec.android.app.shealth,0,3e19f01b-ca7e-455b-a874-69e3c2879255.achievement.json,3e19f01b-ca7e-455b-a874-69e3c2879255,1569628800000,
2967,f863c089-7631-4d14-942c-302ad5ed198d.binning_data.json,1631511,6000,49,2019-09-27 22:00:02.532,com.sec.android.app.shealth,2019-09-27 22:00:02.532,,2.329032,2303.9463,108.17273,2918,dNgkxZR9yp,com.sec.android.app.shealth,0,f863c089-7631-4d14-942c-302ad5ed198d.achievement.json,f863c089-7631-4d14-942c-302ad5ed198d,1569542400000,
1347,0300cd83-fc9a-4fa7-bb42-64de7b59ae44.binning_data.json,740847,6000,68,2019-10-05 22:00:01.164,com.sec.android.app.shealth,2019-10-05 22:00:01.164,,2.5492167,1065.8077,51.412407,1279,dNgkxZR9yp,com.sec.android.app.shealth,0,0300cd83-fc9a-4fa7-bb42-64de7b59ae44.achievement.json,0300cd83-fc9a-4fa7-bb42-64de7b59ae44,1570233600000,
16896,f3e1f123-6235-456f-bdba-5a13800a0c6f.binning_data.json,8255814,6000,1167,2019-10-02 05:33:22.112,com.sec.android.app.shealth,2019-10-01 05:13:51.829,,6.611111,12625.17,675.16437,15729,AumAWJiKT9,com.sec.android.app.shealth,0,f3e1f123-6235-456f-bdba-5a13800a0c6f.achievement.json,f3e1f123-6235-456f-bdba-5a13800a0c6f,1569888000000,
