com.samsung.shealth.stress,6188005,7
start_time,custom,binning_data,tag_id,update_time,create_time,max,min,score,algorithm,time_offset,deviceuuid,comment,pkg_name,end_time,datauuid
2019-12-01 18:00:00.000,,034bdd04-0b30-1237-2cd6-d11eaae3e963.binning_data.json,10011,2019-12-01 19:02:02.364,2019-12-01 19:02:02.364,100.0,0.0,38.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-01 18:59:59.999,034bdd04-0b30-1237-2cd6-d11eaae3e963,
2019-12-13 13:00:00.000,,498c170c-1d6a-346c-bb80-3ad11ead5f14.binning_data.json,10011,2019-12-13 14:09:36.935,2019-12-13 14:09:36.935,100.0,0.0,35.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-13 13:59:59.999,498c170c-1d6a-346c-bb80-3ad11ead5f14,
2019-12-22 10:00:00.000,,f3ba2891-55ad-956b-fa34-af004f60cd50.binning_data.json,10011,2019-12-22 11:02:39.053,2019-12-22 10:19:15.351,100.0,0.0,51.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-22 10:59:59.999,f3ba2891-55ad-956b-fa34-af004f60cd50,
2019-12-18 21:00:00.000,,88efbd89-db33-e7e5-02f2-766a6f8eb1eb.binning_data.json,10011,2019-12-18 22:04:04.748,2019-12-18 21:55:02.362,99.0,0.0,6.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-18 21:59:59.999,88efbd89-db33-e7e5-02f2-766a6f8eb1eb,
2019-12-16 22:00:00.000,,372fdbd1-fd95-29ac-e6e7-a0f00babba7a.binning_data.json,10011,2019-12-16 23:06:29.220,2019-12-16 22:35:04.488,99.0,0.0,6.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-16 22:59:59.999,372fdbd1-fd95-29ac-e6e7-a0f00babba7a,
2019-12-22 19:00:00.000,,df219559-b11f-5030-e8e6-8c8987278d2f.binning_data.json,10011,2019-12-22 20:01:04.335,2019-12-22 19:49:05.307,100.0,0.0,23.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-22 19:59:59.999,df219559-b11f-5030-e8e6-8c8987278d2f,
2019-12-01 19:00:00.000,,9b315914-de19-cad7-bca8-1db6121a05ed.binning_data.json,10011,2019-12-01 23:08:55.556,2019-12-01 19:09:15.425,100.0,0.0,99.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-01 19:59:59.999,9b315914-de19-cad7-bca8-1db6121a05ed,
2019-12-22 15:00:00.000,,20e677ed-c814-4071-8a9f-f8ce42ebafdf.binning_data.json,10011,2019-12-22 16:08:04.402,2019-12-22 16:08:04.402,96.0,0.0,8.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-22 15:59:59.999,20e677ed-c814-4071-8a9f-f8ce42ebafdf,
2019-12-13 18:00:00.000,,f0dd6329-cf61-2cc8-129c-e775139e3a26.binning_data.json,10011,2019-12-13 19:06:47.662,2019-12-13 18:11:49.867,100.0,0.0,14.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-13 18:59:59.999,f0dd6329-cf61-2cc8-129c-e775139e3a26,
2019-12-19 10:00:00.000,,c957ec2e-1387-6878-8a05-fecf41e2cd3a.binning_data.json,10011,2019-12-19 11:01:36.782,2019-12-19 11:01:36.782,100.0,0.0,19.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-19 10:59:59.999,c957ec2e-1387-6878-8a05-fecf41e2cd3a,
2019-12-23 08:00:00.000,,b2f3a5bf-253c-5dc8-c6e8-d66cbba27c22.binning_data.json,10011,2019-12-23 09:03:43.655,2019-12-23 09:03:43.655,100.0,0.0,39.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-23 08:59:59.999,b2f3a5bf-253c-5dc8-c6e8-d66cbba27c22,
2019-12-22 20:00:00.000,,a5d8ec8f-87f5-4765-2025-115d18a65967.binning_data.json,10011,2019-12-22 21:03:21.827,2019-12-22 21:03:21.827,100.0,0.0,18.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-22 20:59:59.999,a5d8ec8f-87f5-4765-2025-115d18a65967,
2019-12-17 09:00:00.000,,9c567621-cd49-ba8e-4c84-bb7b0c125a66.binning_data.json,10011,2019-12-17 10:02:38.727,2019-12-17 10:02:38.727,99.0,0.0,7.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-17 09:59:59.999,9c567621-cd49-ba8e-4c84-bb7b0c125a66,
2019-12-14 08:00:00.000,,2d9338c2-aa7e-3262-c289-474363d080fd.binning_data.json,10011,2019-12-14 09:02:56.216,2019-12-14 08:12:12.153,97.0,0.0,29.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-14 08:59:59.999,2d9338c2-aa7e-3262-c289-474363d080fd,
2019-12-19 15:00:00.000,,19a72aa8-f312-d72a-52c4-3361c06df8bc.binning_data.json,10011,2019-12-19 16:03:16.685,2019-12-19 16:03:16.685,100.0,0.0,20.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-19 15:59:59.999,19a72aa8-f312-d72a-52c4-3361c06df8bc,
2019-12-23 13:00:00.000,,3a75e25d-8b7a-e696-10e2-d476c40ced00.binning_data.json,10011,2019-12-23 14:01:49.673,2019-12-23 14:01:49.673,100.0,0.0,24.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-23 13:59:59.999,3a75e25d-8b7a-e696-10e2-d476c40ced00,
2019-12-01 22:00:00.000,,968c0b39-c675-f465-6aab-5df6c96e4b83.binning_data.json,10011,2019-12-01 23:08:55.604,2019-12-01 23:08:55.604,63.0,0.0,15.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-01 22:59:59.999,968c0b39-c675-f465-6aab-5df6c96e4b83,
2019-12-23 09:00:00.000,,26c2be18-659d-f78c-9cb7-467d996dcc88.binning_data.json,10011,2019-12-23 10:10:58.614,2019-12-23 09:55:09.593,100.0,0.0,30.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-23 09:59:59.999,26c2be18-659d-f78c-9cb7-467d996dcc88,
2019-12-19 20:00:00.000,,e1f869cd-9b65-7df6-fc97-13f6724a6291.binning_data.json,10011,2019-12-19 21:04:18.778,2019-12-19 21:04:18.778,100.0,0.0,11.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-19 20:59:59.999,e1f869cd-9b65-7df6-fc97-13f6724a6291,
2019-12-17 14:00:00.000,,3e6865a4-c97d-fba6-17ca-ef668b7bcb2d.binning_data.json,10011,2019-12-17 15:01:31.130,2019-12-17 15:01:31.130,96.0,0.0,18.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-17 14:59:59.999,3e6865a4-c97d-fba6-17ca-ef668b7bcb2d,
2019-12-14 13:00:00.000,,29809135-b2e2-e796-513d-32acbea19896.binning_data.json,10011,2019-12-14 14:01:09.327,2019-12-14 14:01:09.327,100.0,0.0,47.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-14 13:59:59.999,29809135-b2e2-e796-513d-32acbea19896,
2019-12-23 14:00:00.000,,ba1f0fb5-0ab0-83d7-79f5-a724c96271b1.binning_data.json,10011,2019-12-23 15:03:56.420,2019-12-23 14:20:04.397,100.0,0.0,10.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-23 14:59:59.999,ba1f0fb5-0ab0-83d7-79f5-a724c96271b1,
2019-12-20 07:00:00.000,,0658e092-0c97-ecb9-85b8-2ea0889b8851.binning_data.json,10011,2019-12-20 08:07:21.359,2019-12-20 08:07:21.359,74.0,1.0,31.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-20 07:59:59.999,0658e092-0c97-ecb9-85b8-2ea0889b8851,
2019-12-23 18:00:00.000,,e61ce466-d1eb-c063-b28e-c0607d31c074.binning_data.json,10011,2019-12-23 19:01:16.936,2019-12-23 18:49:08.888,100.0,0.0,51.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-23 18:59:59.999,e61ce466-d1eb-c063-b28e-c0607d31c074,
2019-12-17 19:00:00.000,,ac516f45-91e9-94d8-c303-33eb389530da.binning_data.json,10011,2019-12-17 20:01:07.401,2019-12-17 20:01:07.401,100.0,0.0,41.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-17 19:59:59.999,ac516f45-91e9-94d8-c303-33eb389530da,
2019-12-01 23:00:00.000,,32c79f96-f573-5b47-d061-0920fe8d36cf.binning_data.json,10011,2019-12-02 00:09:08.545,2019-12-02 00:09:08.545,0.0,0.0,0.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-01 23:59:59.999,32c79f96-f573-5b47-d061-0920fe8d36cf,
2019-12-14 18:00:00.000,,20699ef9-c9b3-1292-c435-964f89d241ba.binning_data.json,10011,2019-12-14 19:01:31.616,2019-12-14 18:23:32.663,100.0,0.0,43.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-14 18:59:59.999,20699ef9-c9b3-1292-c435-964f89d241ba,
2019-12-23 19:00:00.000,,71571185-6373-5040-1459-b4b37717090a.binning_data.json,10011,2019-12-23 20:03:26.960,2019-12-23 20:03:26.960,99.0,0.0,24.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-23 19:59:59.999,71571185-6373-5040-1459-b4b37717090a,
2019-12-20 12:00:00.000,,0f689f2c-b869-ec64-fc04-755ebeebc3b8.binning_data.json,10011,2019-12-20 13:04:01.696,2019-12-20 12:35:13.428,100.0,0.0,30.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-20 12:59:59.999,0f689f2c-b869-ec64-fc04-755ebeebc3b8,
2019-12-24 08:00:00.000,,aab1e082-2a6e-b792-f41a-c9117a34bf1d.binning_data.json,10011,2019-12-24 09:06:59.548,2019-12-24 08:28:06.289,100.0,0.0,30.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-24 08:59:59.999,aab1e082-2a6e-b792-f41a-c9117a34bf1d,
2019-12-18 10:00:00.000,,8b393034-2432-ebf7-110c-da2d2b0a531c.binning_data.json,10011,2019-12-18 11:02:10.441,2019-12-18 11:02:10.441,18.0,0.0,7.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-18 10:59:59.999,8b393034-2432-ebf7-110c-da2d2b0a531c,
2019-12-02 06:00:00.000,,e26853ee-14f4-dd49-5338-d57d32edac25.binning_data.json,10011,2019-12-02 07:04:01.252,2019-12-02 07:02:31.280,98.0,10.0,49.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-02 06:59:59.999,e26853ee-14f4-dd49-5338-d57d32edac25,
2019-12-14 23:00:00.000,,0d119410-dd36-779f-98d8-6853f7db7017.binning_data.json,10011,2019-12-15 06:41:02.997,2019-12-14 23:55:07.512,0.0,0.0,0.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-14 23:59:59.999,0d119410-dd36-779f-98d8-6853f7db7017,
2019-12-24 09:00:00.000,,4fcd2186-b697-d0ef-5b83-39a466a866b4.binning_data.json,10011,2019-12-24 10:08:28.467,2019-12-24 09:06:59.567,100.0,0.0,55.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-24 09:59:59.999,4fcd2186-b697-d0ef-5b83-39a466a866b4,
2019-12-20 17:00:00.000,,ba3b57b6-4646-274b-35c6-bcc8b9aaead2.binning_data.json,10011,2019-12-20 18:01:18.326,2019-12-20 18:01:18.326,100.0,0.0,39.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-20 17:59:59.999,ba3b57b6-4646-274b-35c6-bcc8b9aaead2,
2019-12-18 15:00:00.000,,8c1dc13e-52ba-5999-e884-125f59a5770f.binning_data.json,10011,2019-12-18 16:02:03.580,2019-12-18 16:02:03.580,100.0,0.0,63.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-18 15:59:59.999,8c1dc13e-52ba-5999-e884-125f59a5770f,
2019-12-02 07:00:00.000,,2683c4fb-982f-f989-c7a0-9287ffaa4d00.binning_data.json,10011,2019-12-02 08:02:19.743,2019-12-02 08:02:19.743,39.0,0.0,2.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-02 07:59:59.999,2683c4fb-982f-f989-c7a0-9287ffaa4d00,
2019-12-24 13:00:00.000,,0729065b-66ae-6799-9fa4-54246c55cfa3.binning_data.json,10011,2019-12-24 14:02:13.174,2019-12-24 13:07:14.204,100.0,0.0,52.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-24 13:59:59.999,0729065b-66ae-6799-9fa4-54246c55cfa3,
2019-12-15 10:00:00.000,,b552182a-d094-dee9-bc1a-387cc6b59aa6.binning_data.json,10011,2019-12-15 11:01:10.361,2019-12-15 11:01:10.361,100.0,0.0,7.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-15 10:59:59.999,b552182a-d094-dee9-bc1a-387cc6b59aa6,
2019-12-24 14:00:00.000,,5ede4a01-fa31-3f1d-42c1-ee9262fac6b8.binning_data.json,10011,2019-12-24 15:06:33.894,2019-12-24 15:06:33.894,100.0,0.0,20.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-24 14:59:59.999,5ede4a01-fa31-3f1d-42c1-ee9262fac6b8,
2019-12-02 08:00:00.000,,f44a8c34-fd03-d4dc-50ac-0295d5a1a6ca.binning_data.json,10011,2019-12-02 09:08:55.603,2019-12-02 09:08:55.603,30.0,0.0,1.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-02 08:59:59.999,f44a8c34-fd03-d4dc-50ac-0295d5a1a6ca,
2019-12-18 20:00:00.000,,62a62d57-c067-a03f-1cb3-f9889c1c7b9f.binning_data.json,10011,2019-12-18 21:01:21.709,2019-12-18 21:01:21.709,85.0,0.0,13.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-18 20:59:59.999,62a62d57-c067-a03f-1cb3-f9889c1c7b9f,
2019-12-15 16:00:00.000,,c7295203-238f-9b74-4aa9-1533cddf80e6.binning_data.json,10011,2019-12-15 17:05:08.469,2019-12-15 17:05:08.469,100.0,0.0,23.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-15 16:59:59.999,c7295203-238f-9b74-4aa9-1533cddf80e6,
2019-12-20 23:00:00.000,,517c1658-dc3a-36ca-a52d-49d92aa7a8a6.binning_data.json,10011,2019-12-21 00:01:16.360,2019-12-21 00:01:16.360,96.0,0.0,4.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-20 23:59:59.999,517c1658-dc3a-36ca-a52d-49d92aa7a8a6,
2019-12-24 19:00:00.000,,e497c588-7e6c-ba99-086f-2a9122e9cc4b.binning_data.json,10011,2019-12-24 20:02:36.445,2019-12-24 20:02:36.445,50.0,0.0,1.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-24 19:59:59.999,e497c588-7e6c-ba99-086f-2a9122e9cc4b,
2019-12-19 09:00:00.000,,978934f8-63b2-0219-1816-90a8cc478fc4.binning_data.json,10011,2019-12-19 10:01:48.448,2019-12-19 09:45:33.578,97.0,0.0,11.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-19 09:59:59.999,978934f8-63b2-0219-1816-90a8cc478fc4,
2019-12-02 09:00:00.000,,a7cf26eb-40cb-a17c-4c9f-8cc94b508728.binning_data.json,10011,2019-12-02 10:07:09.087,2019-12-02 10:07:09.087,99.0,0.0,23.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-02 09:59:59.999,a7cf26eb-40cb-a17c-4c9f-8cc94b508728,
2019-12-24 18:00:00.000,,55ee3a24-2cf8-61ac-96dc-600265a6203c.binning_data.json,10011,2019-12-24 19:02:45.724,2019-12-24 19:02:45.724,0.0,0.0,0.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-24 18:59:59.999,55ee3a24-2cf8-61ac-96dc-600265a6203c,
2019-12-21 13:00:00.000,,cb53605c-860d-6522-8263-e66da6812e2a.binning_data.json,10011,2019-12-21 14:03:05.442,2019-12-21 13:29:58.944,100.0,0.0,32.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-21 13:59:59.999,cb53605c-860d-6522-8263-e66da6812e2a,
2019-12-25 06:00:00.000,,ea85f51d-c939-a013-b03a-5246d7a0b9db.binning_data.json,10011,2019-12-25 07:01:03.474,2019-12-25 07:01:03.474,100.0,1.0,48.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-25 06:59:59.999,ea85f51d-c939-a013-b03a-5246d7a0b9db,
2019-12-15 21:00:00.000,,acdea77d-355c-6fe8-2762-150b80feabf8.binning_data.json,10011,2019-12-15 22:01:35.171,2019-12-15 22:01:35.171,38.0,0.0,2.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-15 21:59:59.999,acdea77d-355c-6fe8-2762-150b80feabf8,
2019-12-02 10:00:00.000,,29bc7308-3215-6b30-1249-1236db5d08a6.binning_data.json,10011,2019-12-02 11:01:22.283,2019-12-02 10:15:03.514,100.0,0.0,35.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-02 10:59:59.999,29bc7308-3215-6b30-1249-1236db5d08a6,
2019-12-19 14:00:00.000,,d7093cb4-1c4a-44cf-ea5c-d9e748ec1de9.binning_data.json,10011,2019-12-19 15:10:40.357,2019-12-19 14:57:48.864,100.0,0.0,25.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-19 14:59:59.999,d7093cb4-1c4a-44cf-ea5c-d9e748ec1de9,
2019-12-24 23:00:00.000,,febb825b-a661-d02b-ad0a-5bb431b4c964.binning_data.json,10011,2019-12-25 06:48:42.811,2019-12-25 00:00:59.348,0.0,0.0,0.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-24 23:59:59.999,febb825b-a661-d02b-ad0a-5bb431b4c964,
2019-12-21 18:00:00.000,,48b58bf4-55af-f635-086a-ef51370d72c4.binning_data.json,10011,2019-12-21 19:01:09.611,2019-12-21 18:26:53.747,100.0,0.0,15.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-21 18:59:59.999,48b58bf4-55af-f635-086a-ef51370d72c4,
2019-12-25 15:00:00.000,,8552f8e0-a6af-a71a-24c5-bf26804bf51f.binning_data.json,10011,2019-12-25 16:05:30.624,2019-12-25 15:33:41.241,95.0,2.0,21.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-25 15:59:59.999,8552f8e0-a6af-a71a-24c5-bf26804bf51f,
2019-12-16 09:00:00.000,,ddd2e504-4dd9-0e78-c40d-ff853edd48e4.binning_data.json,10011,2019-12-16 10:02:43.612,2019-12-16 09:44:17.751,100.0,0.0,23.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-16 09:59:59.999,ddd2e504-4dd9-0e78-c40d-ff853edd48e4,
2019-12-02 11:00:00.000,,7897aaa7-ddc7-271c-478e-3c37ce8cc4da.binning_data.json,10011,2019-12-02 12:05:59.704,2019-12-02 11:46:19.688,100.0,0.0,15.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-02 11:59:59.999,7897aaa7-ddc7-271c-478e-3c37ce8cc4da,
2019-12-19 19:00:00.000,,cea9d274-7994-a8e0-a6f8-5ebcf10a46b9.binning_data.json,10011,2019-12-19 20:05:31.643,2019-12-19 20:05:31.643,96.0,0.0,9.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-19 19:59:59.999,cea9d274-7994-a8e0-a6f8-5ebcf10a46b9,
2019-12-25 14:00:00.000,,b1dea2a8-14c9-45e7-c718-1faf2a62c8e6.binning_data.json,10011,2019-12-25 15:05:13.856,2019-12-25 14:37:00.537,100.0,0.0,22.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-25 14:59:59.999,b1dea2a8-14c9-45e7-c718-1faf2a62c8e6,
2019-12-22 03:00:00.000,,e14bfd6f-fc48-2e94-7296-8a9df73097d9.binning_data.json,10011,2019-12-22 08:14:00.174,2019-12-22 03:14:48.361,0.0,0.0,0.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-22 03:59:59.999,e14bfd6f-fc48-2e94-7296-8a9df73097d9,
2019-12-25 20:00:00.000,,ac84caab-1907-e846-95aa-b8caad341362.binning_data.json,10011,2019-12-25 21:09:05.624,2019-12-25 20:32:34.217,75.0,0.0,4.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-25 20:59:59.999,ac84caab-1907-e846-95aa-b8caad341362,
2019-12-02 12:00:00.000,,3292802a-f8d4-65f0-c891-b0ca5035ed3c.binning_data.json,10011,2019-12-02 13:08:50.401,2019-12-02 12:36:50.764,96.0,0.0,12.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-02 12:59:59.999,3292802a-f8d4-65f0-c891-b0ca5035ed3c,
2019-12-16 14:00:00.000,,c548c06c-2f3c-371c-cbd2-bac15e166bb6.binning_data.json,10011,2019-12-16 15:01:00.352,2019-12-16 14:59:30.558,100.0,0.0,58.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-16 14:59:59.999,c548c06c-2f3c-371c-cbd2-bac15e166bb6,
2019-12-20 00:00:00.000,,6955a1c6-a86c-c908-5ea6-87799739f87a.binning_data.json,10011,2019-12-20 01:08:07.469,2019-12-20 00:55:08.362,100.0,0.0,21.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-20 00:59:59.999,6955a1c6-a86c-c908-5ea6-87799739f87a,
2019-12-22 12:00:00.000,,2946eb78-f48f-af00-3d0e-1a949673dedc.binning_data.json,10011,2019-12-22 13:01:42.464,2019-12-22 12:36:47.531,100.0,0.0,32.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-22 12:59:59.999,2946eb78-f48f-af00-3d0e-1a949673dedc,
2019-12-26 09:00:00.000,,fad2388b-47b4-4913-15a8-9bb89ebf2860.binning_data.json,10011,2019-12-26 10:02:00.162,2019-12-26 10:02:00.162,91.0,0.0,12.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-26 09:59:59.999,fad2388b-47b4-4913-15a8-9bb89ebf2860,
2019-12-25 19:00:00.000,,604d8828-5a72-d337-ad64-232e40503f35.binning_data.json,10011,2019-12-25 20:02:46.960,2019-12-25 20:02:46.960,100.0,0.0,24.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-25 19:59:59.999,604d8828-5a72-d337-ad64-232e40503f35,
2019-12-20 11:00:00.000,,802d723c-b9c7-c2c7-f71c-9e7cabaa0384.binning_data.json,10011,2019-12-20 12:01:02.354,2019-12-20 11:12:39.442,100.0,0.0,47.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-20 11:59:59.999,802d723c-b9c7-c2c7-f71c-9e7cabaa0384,
2019-12-22 17:00:00.000,,09caab06-d5b3-c318-f66f-8f86e8d69ac0.binning_data.json,10011,2019-12-22 18:01:01.172,2019-12-22 17:51:35.901,100.0,0.0,38.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-22 17:59:59.999,09caab06-d5b3-c318-f66f-8f86e8d69ac0,
2019-12-26 14:00:00.000,,5027ba69-460a-c82b-2f0c-a7a13d30014e.binning_data.json,10011,2019-12-26 15:07:58.815,2019-12-26 14:48:17.014,100.0,0.0,32.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-26 14:59:59.999,5027ba69-460a-c82b-2f0c-a7a13d30014e,
2019-12-16 19:00:00.000,,f070f9df-ea21-3ec9-1e8a-a18848994e45.binning_data.json,10011,2019-12-16 20:02:48.576,2019-12-16 19:23:08.365,100.0,0.0,70.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-16 19:59:59.999,f070f9df-ea21-3ec9-1e8a-a18848994e45,
2019-12-02 13:00:00.000,,68ec736e-6b06-2067-b220-d3bc2dd1e88d.binning_data.json,10011,2019-12-02 14:09:42.620,2019-12-02 14:09:42.620,100.0,0.0,20.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-02 13:59:59.999,68ec736e-6b06-2067-b220-d3bc2dd1e88d,
2019-12-26 08:00:00.000,,24ba4289-d275-44b4-39e9-0595afe67c48.binning_data.json,10011,2019-12-26 09:01:51.892,2019-12-26 08:26:51.617,100.0,0.0,17.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-26 08:59:59.999,24ba4289-d275-44b4-39e9-0595afe67c48,
2019-12-20 16:00:00.000,,78d0efec-80c0-2549-febc-6bdc97cef28a.binning_data.json,10011,2019-12-20 17:01:00.414,2019-12-20 16:38:41.337,100.0,0.0,14.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-20 16:59:59.999,78d0efec-80c0-2549-febc-6bdc97cef28a,
2019-12-26 19:00:00.000,,5164458e-4a5b-3d14-9809-e90523f076ff.binning_data.json,10011,2019-12-26 20:03:41.901,2019-12-26 19:11:14.226,100.0,0.0,44.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-26 19:59:59.999,5164458e-4a5b-3d14-9809-e90523f076ff,
2019-12-17 06:00:00.000,,4647a44a-f030-3cae-8e11-9e99f3d7c31f.binning_data.json,10011,2019-12-17 07:01:03.747,2019-12-17 07:01:03.747,100.0,0.0,30.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-17 06:59:59.999,4647a44a-f030-3cae-8e11-9e99f3d7c31f,
2019-12-23 00:00:00.000,,207b0eea-99dd-53c2-6553-20fac78d6e2a.binning_data.json,10011,2019-12-23 07:11:14.095,2019-12-23 07:09:50.538,0.0,0.0,0.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-23 00:59:59.999,207b0eea-99dd-53c2-6553-20fac78d6e2a,
2019-12-02 14:00:00.000,,97d22568-7526-7f18-aa41-4dc556bcc602.binning_data.json,10011,2019-12-02 15:01:30.881,2019-12-02 15:01:30.881,100.0,0.0,25.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-02 14:59:59.999,97d22568-7526-7f18-aa41-4dc556bcc602,
2019-12-20 22:00:00.000,,504cea53-6240-538c-881e-5e56504ae70c.binning_data.json,10011,2019-12-20 23:19:06.360,2019-12-20 22:32:52.514,100.0,2.0,41.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-20 22:59:59.999,504cea53-6240-538c-881e-5e56504ae70c,
2019-12-26 13:00:00.000,,0931f352-96c0-0d70-090d-d401a4af522c.binning_data.json,10011,2019-12-26 14:01:08.360,2019-12-26 13:07:14.515,100.0,0.0,27.0,1,UTC+0200,AumAWJiKT9,,com.sec.android.app.shealth,2019-12-26 13:59:59.999,0931f352-96c0-0d70-090d-d401a4af522c,
