com.samsung.shealth.social.public_challenge.extra,6188005,1
update_time,create_time,type,value,deviceuuid,pkg_name,datauuid
2021-09-21 08:23:41.924,2021-09-21 08:23:41.924,2,{"uiViewStatusItemList":[]},dNgkxZR9yp,com.sec.android.app.shealth,fd4fc618-bb0c-4117-bde5-2fee1caebac8,
