com.samsung.shealth.social.leaderboard,6188005,1
update_time,create_time,my_value,body,type,deviceuuid,pkg_name,last_sync_time,datauuid
2020-03-22 14:07:56.890,2020-03-22 14:07:56.890,0,cdb31a6c-4043-407b-badf-99f9712a407f.body.json,200,dNgkxZR9yp,com.sec.android.app.shealth,1584886076884,cdb31a6c-4043-407b-badf-99f9712a407f,
2020-03-22 14:07:57.772,2020-03-22 14:07:57.772,70,9792bca4-d0b6-4912-9e04-864c21f74719.body.json,102,dNgkxZR9yp,com.sec.android.app.shealth,1584886077763,9792bca4-d0b6-4912-9e04-864c21f74719,
2020-03-22 14:07:57.787,2020-03-22 14:07:57.787,75,15453314-46a6-48e8-aeaf-fc2e8dbaabcb.body.json,101,dNgkxZR9yp,com.sec.android.app.shealth,1584886077778,15453314-46a6-48e8-aeaf-fc2e8dbaabcb,
2021-09-21 08:23:43.435,2021-09-21 08:23:43.435,100,a9cb4216-9fc4-4397-a53a-35227de89da5.body.json,102,dNgkxZR9yp,com.sec.android.app.shealth,1632211499486,a9cb4216-9fc4-4397-a53a-35227de89da5,
2021-09-21 08:23:43.442,2021-09-21 08:23:43.442,100,d31cfdc3-93ee-4002-b31a-c83699dcb32e.body.json,101,dNgkxZR9yp,com.sec.android.app.shealth,1632211499488,d31cfdc3-93ee-4002-b31a-c83699dcb32e,
2021-09-21 08:23:43.454,2021-09-21 08:23:43.454,1,48b41ccd-9991-4a2e-9fd2-0954dc622bed.body.json,200,dNgkxZR9yp,com.sec.android.app.shealth,1632211499494,48b41ccd-9991-4a2e-9fd2-0954dc622bed,
